,Tree,Mold,Grass,Ragweed,total-pol,LATITUDE,LONGITUDE,ELEVATION,AWND,DAPR,MDPR,PRCP,TAVG,TMAX,TMIN,TOBS
1998-03-20,0.0,900.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.885,50.0,61.0,39.0,47.5
1998-03-23,0.0,540.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,41.25,52.0,30.5,36.5
1998-03-24,0.0,1260.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,43.5,56.5,30.5,39.5
1998-03-25,6.0,1800.0,0.0,0.0,6.0,38.022,-78.48599999999999,247.5,,,,0.0,44.25,56.5,32.0,38.0
1998-03-26,45.0,2520.0,0.0,0.0,45.0,38.022,-78.48599999999999,247.5,,,,0.0,51.75,65.5,38.0,53.5
1998-03-27,160.0,2880.0,0.0,0.0,160.0,38.022,-78.48599999999999,247.5,,,,0.0,64.75,80.0,49.5,59.5
1998-03-30,450.0,3240.0,0.0,0.0,450.0,38.022,-78.48599999999999,247.5,,,,0.0,75.0,89.0,61.0,69.0
1998-03-31,250.0,3960.0,0.0,0.0,250.0,38.022,-78.48599999999999,247.5,,,,0.025,74.25,87.0,61.5,65.5
1998-04-01,720.0,4320.0,0.0,0.0,720.0,38.022,-78.48599999999999,247.5,,,,0.015,70.0,81.0,59.0,67.0
1998-04-02,1080.0,4940.0,0.0,0.0,1080.0,38.022,-78.48599999999999,247.5,,,,0.005,65.0,79.5,50.5,60.5
1998-04-03,1008.0,3600.0,0.0,0.0,1008.0,38.022,-78.48599999999999,247.5,,,,0.275,60.0,75.0,45.0,49.5
1998-04-06,1125.0,1620.0,0.0,0.0,1125.0,38.022,-78.48599999999999,247.5,,,,0.0,52.0,63.5,40.5,40.5
1998-04-07,747.0,2340.0,0.0,0.0,747.0,38.022,-78.48599999999999,247.5,,,,0.0,53.25,64.5,42.0,46.5
1998-04-08,1764.0,2160.0,0.0,0.0,1764.0,38.022,-78.48599999999999,247.5,,,,0.225,61.25,71.0,51.5,57.0
1998-04-09,3114.0,1980.0,0.0,0.0,3114.0,38.022,-78.48599999999999,247.5,,,,0.5900000000000001,60.5,74.5,46.5,51.5
1998-04-10,610.0,2520.0,0.0,0.0,610.0,38.022,-78.48599999999999,247.5,,,,0.39,50.25,61.0,39.5,45.5
1998-04-13,684.0,1890.0,0.0,0.0,684.0,38.022,-78.48599999999999,247.5,,,,0.0,58.75,70.5,47.0,52.5
1998-04-14,1476.0,2520.0,0.0,0.0,1476.0,38.022,-78.48599999999999,247.5,,,,0.025,59.75,71.5,48.0,56.0
1998-04-15,5200.0,3240.0,0.0,0.0,5200.0,38.022,-78.48599999999999,247.5,,,,0.0,62.75,73.0,52.5,61.0
1998-04-16,2970.0,4500.0,0.0,0.0,2970.0,38.022,-78.48599999999999,247.5,,,,0.475,69.5,81.5,57.5,62.5
1998-04-17,2050.0,2160.0,0.0,0.0,2050.0,38.022,-78.48599999999999,247.5,,,,0.41500000000000004,66.5,79.5,53.5,55.0
1998-04-20,2314.0,2160.0,0.0,0.0,2314.0,38.022,-78.48599999999999,247.5,,,,0.39,50.75,56.5,45.0,49.5
1998-04-21,1584.0,2100.0,0.0,0.0,1584.0,38.022,-78.48599999999999,247.5,,,,0.0,56.75,67.5,46.0,51.0
1998-04-22,810.0,2700.0,0.0,0.0,810.0,38.022,-78.48599999999999,247.5,,,,0.0,57.75,68.5,47.0,49.5
1998-04-23,702.0,2340.0,0.0,0.0,702.0,38.022,-78.48599999999999,247.5,,,,0.03,56.0,67.5,44.5,52.0
1998-04-24,990.0,2520.0,0.0,0.0,990.0,38.022,-78.48599999999999,247.5,,,,0.03,63.5,70.5,56.5,59.0
1998-04-27,1179.0,2700.0,0.0,0.0,1179.0,38.022,-78.48599999999999,247.5,,,,0.025,54.25,69.5,39.0,44.0
1998-04-28,495.0,2700.0,0.0,0.0,495.0,38.022,-78.48599999999999,247.5,,,,0.0,51.0,63.0,39.0,46.0
1998-04-29,315.0,2340.0,0.0,0.0,315.0,38.022,-78.48599999999999,247.5,,,,0.0,58.75,69.0,48.5,53.5
1998-04-30,234.0,3290.0,0.0,0.0,234.0,38.022,-78.48599999999999,247.5,,,,0.0,60.25,75.0,45.5,55.5
1998-05-01,99.0,4500.0,0.0,0.0,99.0,38.022,-78.48599999999999,247.5,,,,0.5,59.25,66.0,52.5,55.5
1998-05-04,8.0,4800.0,0.0,0.0,8.0,38.022,-78.48599999999999,247.5,,,,0.7250000000000001,64.5,73.5,55.5,59.0
1998-05-05,0.0,5400.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.465,64.0,72.5,55.5,61.0
1998-05-06,81.0,4700.0,6.0,0.0,87.0,38.022,-78.48599999999999,247.5,,,,1.055,62.0,71.0,53.0,56.5
1998-05-07,28.0,6300.0,12.0,0.0,40.0,38.022,-78.48599999999999,247.5,,,,0.0,63.0,73.5,52.5,57.5
1998-05-08,0.0,3600.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,1.44,64.0,71.0,57.0,60.0
1998-05-11,5.0,3780.0,0.0,0.0,5.0,38.022,-78.48599999999999,247.5,,,,0.01,61.25,68.5,54.0,55.0
1998-05-12,0.0,2700.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.375,54.25,59.0,49.5,52.5
1998-05-13,5.0,1800.0,0.0,0.0,5.0,38.022,-78.48599999999999,247.5,,,,0.1,54.75,60.0,49.5,54.0
1998-05-14,0.0,2160.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.005,64.75,74.0,55.5,60.5
1998-05-15,99.0,6500.0,11.0,0.0,110.0,38.022,-78.48599999999999,247.5,,,,0.0,64.25,73.5,55.0,60.0
1998-05-18,63.0,7800.0,79.0,0.0,142.0,38.022,-78.48599999999999,247.5,,,,0.0,73.0,85.0,61.0,66.0
1998-05-19,54.0,6360.0,45.0,0.0,99.0,38.022,-78.48599999999999,247.5,,,,0.0,75.25,88.0,62.5,70.5
1998-05-20,126.0,8010.0,99.0,0.0,225.0,38.022,-78.48599999999999,247.5,,,,0.0,81.0,92.0,70.0,77.5
1998-05-21,135.0,4950.0,27.0,0.0,162.0,38.022,-78.48599999999999,247.5,,,,0.005,73.75,85.0,62.5,69.0
1998-05-22,144.0,3600.0,27.0,0.0,171.0,38.022,-78.48599999999999,247.5,,,,0.0,74.75,87.5,62.0,66.5
1998-05-26,108.0,9360.0,45.0,0.0,153.0,38.022,-78.48599999999999,247.5,,,,0.0,75.0,86.0,64.0,74.5
1998-05-27,0.0,3600.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.13,71.0,82.5,59.5,62.5
1998-05-28,0.0,8649.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.255,64.75,72.0,57.5,60.5
1998-05-29,0.0,9180.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,76.0,86.5,65.5,65.5
1998-06-01,11.0,9090.0,10.0,0.0,21.0,38.022,-78.48599999999999,247.5,,,,0.005,73.5,84.0,63.0,71.0
1998-06-02,14.0,7290.0,63.0,0.0,77.0,38.022,-78.48599999999999,247.5,,,,0.0,71.75,84.0,59.5,70.5
1998-06-03,27.0,7920.0,45.0,0.0,72.0,38.022,-78.48599999999999,247.5,,,,0.0,71.5,82.0,61.0,71.0
1998-06-04,0.0,4590.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,68.75,82.5,55.0,60.0
1998-06-05,0.0,3600.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,62.5,69.5,55.5,57.5
1998-06-08,5.0,5760.0,0.0,0.0,5.0,38.022,-78.48599999999999,247.5,,,,0.0,62.25,72.0,52.5,58.5
1998-06-09,27.0,7920.0,18.0,0.0,45.0,38.022,-78.48599999999999,247.5,,,,0.52,63.5,74.0,53.0,58.5
1998-06-10,0.0,3240.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.245,59.0,64.0,54.0,58.0
1998-06-11,0.0,5760.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.095,61.75,67.0,56.5,65.0
1998-06-12,0.0,5040.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.075,69.5,79.0,60.0,72.0
1998-06-15,0.0,6840.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.55,72.25,82.5,62.0,69.5
1998-06-16,0.0,9480.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.5800000000000001,73.75,85.5,62.0,69.5
1998-06-17,0.0,8100.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.835,75.0,85.5,64.5,71.5
1998-06-18,0.0,10440.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,74.75,84.5,65.0,70.5
1998-06-19,0.0,5580.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.155,73.5,82.0,65.0,69.5
1998-06-22,0.0,9900.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.4,78.25,87.5,69.0,79.0
1998-06-23,0.0,5760.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.02,78.25,87.0,69.5,74.0
1998-06-24,0.0,7380.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.765,78.75,89.5,68.0,73.5
1998-06-25,0.0,11700.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.005,79.75,89.5,70.0,78.5
1998-06-26,0.0,10080.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,82.75,93.0,72.5,76.0
1998-06-29,0.0,6570.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.12,74.25,83.5,65.0,72.0
1998-06-30,0.0,8820.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,77.5,87.0,68.0,76.5
1998-07-01,0.0,7680.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,72.0,78.5,65.5,72.5
1998-07-02,0.0,6840.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,74.25,85.5,63.0,70.0
1998-07-06,0.0,4050.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,73.5,85.0,62.0,65.5
1998-07-07,0.0,4680.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.125,73.75,84.5,63.0,66.5
1998-07-08,0.0,2160.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.22,74.25,85.0,63.5,68.5
1998-07-09,0.0,3240.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.22,75.75,86.0,65.5,71.5
1998-07-10,0.0,5040.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.035,76.5,87.0,66.0,72.5
1998-07-13,0.0,6600.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,73.25,84.5,62.0,68.5
1998-07-14,0.0,7200.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,75.25,86.0,64.5,69.5
1998-07-15,0.0,5580.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,76.75,87.0,66.5,71.5
1998-07-16,0.0,7380.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,78.0,88.0,68.0,72.5
1998-07-17,0.0,5760.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.045,80.75,90.5,71.0,76.5
1998-07-20,0.0,6840.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,78.75,90.0,67.5,73.5
1998-07-21,0.0,7200.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,80.25,90.0,70.5,80.0
1998-07-22,0.0,7920.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,83.25,95.5,71.0,78.0
1998-07-23,0.0,9720.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.08,82.5,95.0,70.0,72.5
1998-07-24,0.0,6480.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.14,74.5,82.0,67.0,70.5
1998-07-27,0.0,7200.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.025,72.25,83.0,61.5,66.0
1998-07-28,0.0,8640.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.01,73.25,81.5,65.0,69.5
1998-07-29,0.0,10080.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,79.0,90.5,67.5,72.0
1998-07-30,0.0,10980.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,80.5,92.5,68.5,70.5
1998-07-31,0.0,6840.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.025,76.0,88.5,63.5,65.5
1998-08-03,0.0,8280.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,71.5,85.5,57.5,62.0
1998-08-04,0.0,7560.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,73.25,87.0,59.5,65.5
1998-08-05,0.0,6480.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,75.0,89.0,61.0,67.5
1998-08-06,0.0,5400.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,74.5,89.0,60.0,67.0
1998-08-07,0.0,6120.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,76.25,87.5,65.0,71.0
1998-08-10,0.0,6120.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.005,77.0,86.5,67.5,75.5
1998-08-11,0.0,8820.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.005,76.0,86.5,65.5,72.0
1998-08-12,0.0,10260.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.04,76.5,86.5,66.5,73.0
1998-08-13,0.0,12150.0,0.0,3.0,3.0,38.022,-78.48599999999999,247.5,,,,0.005,76.75,87.0,66.5,73.5
1998-08-14,0.0,10620.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,75.25,84.5,66.0,69.5
1998-08-17,0.0,10170.0,0.0,6.0,6.0,38.022,-78.48599999999999,247.5,,,,0.07500000000000001,73.25,80.0,66.5,72.5
1998-08-18,0.0,11160.0,0.0,7.0,7.0,38.022,-78.48599999999999,247.5,,,,0.18,74.75,85.5,64.0,68.5
1998-08-19,0.0,11700.0,0.0,18.0,18.0,38.022,-78.48599999999999,247.5,,,,0.07,68.75,81.5,56.0,64.0
1998-08-20,0.0,9360.0,0.0,26.0,26.0,38.022,-78.48599999999999,247.5,,,,0.0,66.5,79.0,54.0,60.5
1998-08-21,0.0,7380.0,0.0,15.0,15.0,38.022,-78.48599999999999,247.5,,,,0.0,70.25,83.5,57.0,64.0
1998-08-24,0.0,10620.0,0.0,4.0,4.0,38.022,-78.48599999999999,247.5,,,,0.0,82.25,93.5,71.0,75.5
1998-08-25,0.0,11970.0,0.0,7.0,7.0,38.022,-78.48599999999999,247.5,,,,0.0,82.75,94.5,71.0,75.5
1998-08-26,0.0,12960.0,0.0,3.0,3.0,38.022,-78.48599999999999,247.5,,,,0.0,82.25,94.0,70.5,73.5
1998-08-27,0.0,13230.0,0.0,6.0,6.0,38.022,-78.48599999999999,247.5,,,,0.085,78.0,87.5,68.5,72.5
1998-08-28,0.0,8100.0,0.0,4.0,4.0,38.022,-78.48599999999999,247.5,,,,0.005,77.5,86.0,69.0,71.5
1998-08-31,0.0,12430.0,0.0,23.0,23.0,38.022,-78.48599999999999,247.5,,,,0.0,79.0,91.5,66.5,70.5
1998-09-01,0.0,8640.0,0.0,34.0,34.0,38.022,-78.48599999999999,247.5,,,,0.0,77.0,89.0,65.0,68.5
1998-09-02,0.0,9720.0,0.0,25.0,25.0,38.022,-78.48599999999999,247.5,,,,0.0,75.25,88.0,62.5,66.5
1998-09-03,0.0,10400.0,0.0,51.0,51.0,38.022,-78.48599999999999,247.5,,,,0.0,74.0,86.5,61.5,67.0
1998-09-04,0.0,9360.0,0.0,24.0,24.0,38.022,-78.48599999999999,247.5,,,,0.0,70.5,84.0,57.0,64.0
1998-09-08,0.0,7560.0,0.0,63.0,63.0,38.022,-78.48599999999999,247.5,,,,0.33,68.0,82.5,53.5,58.0
1998-09-09,0.0,5760.0,0.0,39.0,39.0,38.022,-78.48599999999999,247.5,,,,0.0,62.25,74.5,50.0,54.0
1998-09-10,0.0,3420.0,0.0,36.0,36.0,38.022,-78.48599999999999,247.5,,,,0.0,61.75,73.0,50.5,58.0
1998-09-11,0.0,6480.0,0.0,14.0,14.0,38.022,-78.48599999999999,247.5,,,,0.0,67.5,80.0,55.0,63.0
1998-09-14,0.0,8640.0,0.0,10.0,10.0,38.022,-78.48599999999999,247.5,,,,0.0,77.75,93.0,62.5,66.0
1998-09-15,0.0,12600.0,0.0,17.0,17.0,38.022,-78.48599999999999,247.5,,,,0.0,78.75,94.0,63.5,71.0
1998-09-16,0.0,10080.0,0.0,16.0,16.0,38.022,-78.48599999999999,247.5,,,,0.125,78.0,90.5,65.5,70.0
1998-09-17,0.0,13500.0,0.0,16.0,16.0,38.022,-78.48599999999999,247.5,,,,0.005,76.5,87.0,66.0,70.0
1998-09-18,0.0,5940.0,0.0,7.0,7.0,38.022,-78.48599999999999,247.5,,,,0.35,77.0,86.5,67.5,70.0
1998-09-21,0.0,8640.0,0.0,40.0,40.0,38.022,-78.48599999999999,247.5,,,,0.075,73.75,88.0,59.5,63.0
1998-09-22,0.0,7920.0,0.0,18.0,18.0,38.022,-78.48599999999999,247.5,,,,0.005,68.0,81.5,54.5,65.5
1998-09-23,0.0,6480.0,0.0,18.0,18.0,38.022,-78.48599999999999,247.5,,,,0.01,65.5,81.0,50.0,56.5
1998-09-24,0.0,6840.0,0.0,9.0,9.0,38.022,-78.48599999999999,247.5,,,,0.0,64.5,75.0,54.0,57.0
1998-09-25,0.0,7560.0,0.0,17.0,17.0,38.022,-78.48599999999999,247.5,,,,0.0,63.5,83.0,44.0,55.5
1998-09-28,0.0,9990.0,0.0,27.0,27.0,38.022,-78.48599999999999,247.5,,,,0.0,76.25,87.5,65.0,69.5
1998-09-29,0.0,8200.0,0.0,17.0,17.0,38.022,-78.48599999999999,247.5,,,,0.0,73.0,88.5,57.5,66.5
1998-09-30,0.0,4320.0,0.0,0.0,0.0,38.0329,-78.5226,264.0,,,,0.0,71.0,83.0,59.0,64.0
1998-10-01,0.0,6300.0,0.0,5.0,5.0,38.022,-78.48599999999999,247.5,,,,0.0,70.5,89.0,52.0,59.0
1998-10-02,0.0,7200.0,0.0,2.0,2.0,38.022,-78.48599999999999,247.5,,,,0.0,60.0,77.0,43.0,48.5
1998-10-05,0.0,2970.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,58.0,63.0,53.0,56.0
1998-10-06,0.0,3780.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.33,60.0,64.5,55.5,59.0
1998-10-07,0.0,4040.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.46499999999999997,60.75,63.5,58.0,61.5
1998-10-08,0.0,3960.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,1.1,63.5,68.0,59.0,59.5
1998-10-09,0.0,3420.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.5,60.75,70.5,51.0,54.5
1998-10-12,0.0,4680.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,64.0,71.0,57.0,56.5
1998-10-13,0.0,3600.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,63.0,73.5,52.5,55.5
1998-10-14,0.0,6120.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,59.0,71.5,46.5,51.0
1998-10-15,0.0,5400.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,55.25,68.0,42.5,46.0
1998-10-16,0.0,5760.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,55.5,68.0,43.0,51.5
1998-10-19,0.0,4740.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.01,64.25,73.5,55.0,58.5
1998-10-20,0.0,6210.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.02,61.25,69.5,53.0,54.5
1998-10-21,0.0,4374.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.025,57.25,68.0,46.5,49.0
1998-10-22,0.0,2880.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.015,48.0,55.5,40.5,44.0
1998-10-23,0.0,1980.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,49.75,61.0,38.5,55.5
1998-10-26,0.0,3860.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,58.75,73.0,44.5,50.5
1998-10-27,0.0,4140.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,57.0,68.0,46.0,51.5
1998-10-28,0.0,3600.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,58.5,68.5,48.5,55.0
1998-10-29,0.0,5040.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,58.75,71.0,46.5,56.0
1998-10-30,0.0,4140.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,57.0,68.0,46.0,50.0
1998-11-02,0.0,3420.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.15,53.25,63.5,43.0,44.5
1998-11-03,0.0,3060.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.27,42.75,47.5,38.0,41.0
1998-11-04,0.0,1980.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.135,36.75,42.0,31.5,36.0
1998-11-05,0.0,2970.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,38.0,47.0,29.0,36.0
1998-11-06,0.0,2220.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,38.5,47.5,29.5,38.0
1998-11-09,0.0,1620.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,45.25,52.5,38.0,42.5
1998-11-10,0.0,3060.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.14,52.75,65.0,40.5,51.0
1998-11-11,0.0,2160.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.175,53.25,65.5,41.0,50.0
1998-11-12,0.0,3420.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,51.0,62.5,39.5,43.5
1998-11-13,0.0,1980.0,0.0,0.0,0.0,38.022,-78.48599999999999,247.5,,,,0.0,49.5,60.0,39.0,44.5
1998-11-16,0.0,2160.0,0.0,0.0,0.0,38.06046666666666,-78.47573333333332,230.03333333333333,2.01,,,0.0,51.333333333333336,64.0,38.666666666666664,51.0
1998-11-17,0.0,2250.0,0.0,0.0,0.0,38.06046666666666,-78.47573333333332,230.03333333333333,4.7,,,0.0,50.833333333333336,64.0,37.666666666666664,50.0
1998-11-18,0.0,2340.0,0.0,0.0,0.0,38.06046666666666,-78.47573333333332,230.03333333333333,1.57,,,0.0,48.5,61.0,36.0,43.0
1998-11-19,0.0,1620.0,0.0,0.0,0.0,38.06046666666666,-78.47573333333332,230.03333333333333,5.82,,,0.0,48.333333333333336,60.0,36.666666666666664,45.5
1998-11-20,0.0,1854.0,0.0,0.0,0.0,38.06046666666666,-78.47573333333332,230.03333333333333,6.26,,,0.043333333333333335,52.666666666666664,65.33333333333333,40.0,48.0
1998-11-23,0.0,900.0,0.0,0.0,0.0,38.06046666666666,-78.47573333333332,230.03333333333333,8.05,,,0.0,47.5,62.666666666666664,32.333333333333336,46.0
1998-11-24,0.0,720.0,0.0,0.0,0.0,38.06046666666666,-78.47573333333332,230.03333333333333,4.92,,,0.0,51.333333333333336,66.33333333333333,36.333333333333336,47.0
1998-11-25,0.0,300.0,0.0,0.0,0.0,38.06046666666666,-78.47573333333332,230.03333333333333,3.36,,,0.0033333333333333335,48.0,62.0,34.0,48.0
1998-12-03,0.0,2340.0,0.0,0.0,0.0,38.06046666666666,-78.47573333333332,230.03333333333333,6.26,,,0.0,57.333333333333336,66.66666666666667,48.0,56.5
1998-12-04,0.0,3510.0,0.0,0.0,0.0,38.06046666666666,-78.47573333333332,230.03333333333333,7.38,,,0.0,62.666666666666664,71.33333333333333,54.0,57.0
1998-12-07,0.0,3780.0,0.0,0.0,0.0,38.06046666666666,-78.47573333333332,230.03333333333333,6.49,,,0.006666666666666667,68.0,80.0,56.0,61.5
1998-12-08,0.0,1800.0,0.0,0.0,0.0,38.06046666666666,-78.47573333333332,230.03333333333333,2.24,,,0.9066666666666667,59.333333333333336,67.33333333333333,51.333333333333336,51.0
