,Tree,Mold,Grass,Ragweed,total-pol,LATITUDE,LONGITUDE,ELEVATION,AWND,DAPR,MDPR,PRCP,TAVG,TMAX,TMIN,TOBS,TSUN,WDF2,WESD,WESF,WV03
1998-04-01,720.0,4320.0,0.0,0.0,720.0,37.656523333333325,-77.41372666666666,59.86666666666667,13.870000000000001,,,0.19333333333333336,69.33333333333333,73.66666666666667,65.0,68.0,,245.0,0.0,,
1998-04-02,1080.0,4940.0,0.0,0.0,1080.0,37.656523333333325,-77.41372666666666,59.86666666666667,10.85,,,0.11666666666666665,66.66666666666667,80.66666666666667,52.666666666666664,70.0,,260.0,0.0,,
1998-04-03,1008.0,3600.0,0.0,0.0,1008.0,37.656523333333325,-77.41372666666666,59.86666666666667,5.26,,,0.0,55.333333333333336,68.0,42.666666666666664,60.0,,175.0,0.0,,
1998-04-06,1125.0,1620.0,0.0,0.0,1125.0,37.656523333333325,-77.41372666666666,59.86666666666667,5.26,,,0.0,49.333333333333336,66.0,32.666666666666664,60.0,,305.0,0.0,,
1998-04-07,747.0,2340.0,0.0,0.0,747.0,37.656523333333325,-77.41372666666666,59.86666666666667,3.805,,,0.0,52.833333333333336,71.33333333333333,34.333333333333336,65.0,,145.0,0.0,,
1998-04-08,1764.0,2160.0,0.0,0.0,1764.0,37.656523333333325,-77.41372666666666,59.86666666666667,8.834999999999999,,,0.0,64.83333333333333,83.33333333333333,46.333333333333336,76.0,,245.0,0.0,,
1998-04-09,3114.0,1980.0,0.0,0.0,3114.0,37.656523333333325,-77.41372666666666,59.86666666666667,8.945,,,0.6066666666666667,62.833333333333336,73.33333333333333,52.333333333333336,60.0,,270.0,0.0,,
1998-04-10,610.0,2520.0,0.0,0.0,610.0,37.656523333333325,-77.41372666666666,59.86666666666667,4.92,,,0.05666666666666667,47.666666666666664,54.333333333333336,41.0,45.0,,185.0,0.0,,
1998-04-13,684.0,1890.0,0.0,0.0,684.0,37.656523333333325,-77.41372666666666,59.86666666666667,5.365,,,0.0,53.5,71.0,36.0,70.0,,190.0,0.0,,
1998-04-14,1476.0,2520.0,0.0,0.0,1476.0,37.656523333333325,-77.41372666666666,59.86666666666667,11.965,,,0.06666666666666667,58.166666666666664,62.0,54.333333333333336,59.0,,225.0,0.0,,
1998-04-15,5200.0,3240.0,0.0,0.0,5200.0,37.656523333333325,-77.41372666666666,59.86666666666667,6.375,,,0.0,66.66666666666667,81.0,52.333333333333336,70.0,,235.0,0.0,,
1998-04-16,2970.0,4500.0,0.0,0.0,2970.0,37.656523333333325,-77.41372666666666,59.86666666666667,13.985,,,0.0,69.83333333333333,80.33333333333333,59.333333333333336,76.0,,210.0,0.0,,
1998-04-17,2050.0,2160.0,0.0,0.0,2050.0,37.656523333333325,-77.41372666666666,59.86666666666667,10.850000000000001,,,1.3233333333333335,68.66666666666667,77.66666666666667,59.666666666666664,72.0,,215.0,0.0,,
1998-04-20,2314.0,2160.0,0.0,0.0,2314.0,37.656523333333325,-77.41372666666666,59.86666666666667,7.385,,,0.04,55.166666666666664,65.0,45.333333333333336,60.0,,325.0,0.0,,
1998-04-21,1584.0,2100.0,0.0,0.0,1584.0,37.656523333333325,-77.41372666666666,59.86666666666667,3.915,,,0.0,54.333333333333336,67.66666666666667,41.0,63.0,,105.0,0.0,,
1998-04-22,810.0,2700.0,0.0,0.0,810.0,37.656523333333325,-77.41372666666666,59.86666666666667,6.265000000000001,,,0.06,53.166666666666664,63.0,43.333333333333336,50.0,,90.0,0.0,,
1998-04-23,702.0,2340.0,0.0,0.0,702.0,37.656523333333325,-77.41372666666666,59.86666666666667,5.255,,,0.006666666666666667,53.666666666666664,64.33333333333333,43.0,63.0,,165.0,0.0,,
1998-04-24,990.0,2520.0,0.0,0.0,990.0,37.656523333333325,-77.41372666666666,59.86666666666667,7.155,,,0.0,60.666666666666664,72.33333333333333,49.0,65.0,,255.0,0.0,,
1998-04-27,1179.0,2700.0,0.0,0.0,1179.0,37.656523333333325,-77.41372666666666,59.86666666666667,5.705,,,0.0,52.166666666666664,64.0,40.333333333333336,58.0,,180.0,0.0,,
1998-04-28,495.0,2700.0,0.0,0.0,495.0,37.656523333333325,-77.41372666666666,59.86666666666667,3.465,,,0.0,50.0,65.33333333333333,34.666666666666664,64.0,,295.0,0.0,,
1998-04-29,315.0,2340.0,0.0,0.0,315.0,37.656523333333325,-77.41372666666666,59.86666666666667,8.055,,,0.0,57.5,73.0,42.0,70.0,,195.0,0.0,,
1998-04-30,234.0,3290.0,0.0,0.0,234.0,37.656523333333325,-77.41372666666666,59.86666666666667,7.605,,,0.0,64.33333333333333,73.33333333333333,55.333333333333336,68.0,,200.0,0.0,,
1998-05-01,99.0,4500.0,0.0,0.0,99.0,37.656523333333325,-77.41372666666666,59.86666666666667,3.6900000000000004,,,0.25666666666666665,60.5,66.0,55.0,62.0,,75.0,0.0,,
1998-05-04,8.0,4800.0,0.0,0.0,8.0,37.656523333333325,-77.41372666666666,59.86666666666667,6.82,,,0.3633333333333333,65.16666666666667,73.33333333333333,57.0,61.0,,160.0,0.0,,
1998-05-05,0.0,5400.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,5.705,,,0.03,63.166666666666664,72.0,54.333333333333336,65.0,,240.0,0.0,,
1998-05-06,81.0,4700.0,6.0,0.0,87.0,37.656523333333325,-77.41372666666666,59.86666666666667,3.465,,,0.0,63.833333333333336,75.0,52.666666666666664,70.0,,305.0,0.0,,
1998-05-07,28.0,6300.0,12.0,0.0,40.0,37.656523333333325,-77.41372666666666,59.86666666666667,5.59,,,0.11666666666666665,64.0,73.0,55.0,63.0,,185.0,0.0,,
1998-05-08,0.0,3600.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,5.255,,,1.0166666666666666,64.33333333333333,70.0,58.666666666666664,64.0,,235.0,0.0,,
1998-05-11,5.0,3780.0,0.0,0.0,5.0,37.656523333333325,-77.41372666666666,59.86666666666667,6.709999999999999,,,0.04,57.0,60.333333333333336,53.666666666666664,55.0,,15.0,0.0,,
1998-05-12,0.0,2700.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,7.494999999999999,,,0.34,54.166666666666664,57.0,51.333333333333336,54.0,,35.0,0.0,,
1998-05-13,5.0,1800.0,0.0,0.0,5.0,37.656523333333325,-77.41372666666666,59.86666666666667,6.709999999999999,,,0.03,56.0,63.666666666666664,48.333333333333336,60.0,,10.0,0.0,,
1998-05-14,0.0,2160.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,4.36,,,0.0033333333333333335,59.333333333333336,74.66666666666667,44.0,72.0,,360.0,0.0,,
1998-05-15,99.0,6500.0,11.0,0.0,110.0,37.656523333333325,-77.41372666666666,59.86666666666667,2.01,,,0.0,65.16666666666667,85.0,45.333333333333336,75.0,,265.0,0.0,,
1998-05-18,63.0,7800.0,79.0,0.0,142.0,37.656523333333325,-77.41372666666666,59.86666666666667,5.705,,,0.0,72.0,85.33333333333333,58.666666666666664,75.0,,155.0,0.0,,
1998-05-19,54.0,6360.0,45.0,0.0,99.0,37.656523333333325,-77.41372666666666,59.86666666666667,7.155,,,0.0,75.5,90.66666666666667,60.333333333333336,87.0,,230.0,0.0,,
1998-05-20,126.0,8010.0,99.0,0.0,225.0,37.656523333333325,-77.41372666666666,59.86666666666667,5.925,,,0.0,75.66666666666667,86.66666666666667,64.66666666666667,80.0,,270.0,0.0,,
1998-05-21,135.0,4950.0,27.0,0.0,162.0,37.656523333333325,-77.41372666666666,59.86666666666667,5.8149999999999995,,,0.05333333333333334,73.83333333333333,85.0,62.666666666666664,78.0,,170.0,0.0,,
1998-05-22,144.0,3600.0,27.0,0.0,171.0,37.656523333333325,-77.41372666666666,59.86666666666667,6.6,,,0.0,65.83333333333333,79.0,52.666666666666664,75.0,,165.0,0.0,,
1998-05-26,108.0,9360.0,45.0,0.0,153.0,37.656523333333325,-77.41372666666666,59.86666666666667,5.255,,,0.04666666666666667,74.0,82.66666666666667,65.33333333333333,75.0,,300.0,0.0,,
1998-05-27,0.0,3600.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,2.795,,,0.6366666666666667,66.5,70.33333333333333,62.666666666666664,64.0,,95.0,0.0,,
1998-05-28,0.0,8649.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,2.575,,,0.0,70.0,77.66666666666667,62.333333333333336,74.0,,180.0,0.0,,
1998-05-29,0.0,9180.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,5.035,,,0.0,72.83333333333333,83.33333333333333,62.333333333333336,80.0,,150.0,0.0,,
1998-06-01,11.0,9090.0,10.0,0.0,21.0,37.656523333333325,-77.41372666666666,59.86666666666667,6.265000000000001,,,0.0,72.5,81.0,64.0,75.0,,185.0,0.0,,
1998-06-02,14.0,7290.0,63.0,0.0,77.0,37.656523333333325,-77.41372666666666,59.86666666666667,7.945,,,0.0,70.0,84.33333333333333,55.666666666666664,81.0,,230.0,0.0,,
1998-06-03,27.0,7920.0,45.0,0.0,72.0,37.656523333333325,-77.41372666666666,59.86666666666667,7.83,,,0.02333333333333333,75.33333333333333,89.33333333333333,61.333333333333336,84.0,,160.0,0.0,,
1998-06-04,0.0,4590.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,4.140000000000001,,,0.0,67.0,78.66666666666667,55.333333333333336,71.0,,230.0,0.0,,
1998-06-05,0.0,3600.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,4.585,,,0.0033333333333333335,65.83333333333333,71.33333333333333,60.333333333333336,65.0,,10.0,0.0,,
1998-06-08,5.0,5760.0,0.0,0.0,5.0,37.656523333333325,-77.41372666666666,59.86666666666667,7.16,,,0.0,61.166666666666664,75.0,47.333333333333336,72.0,,315.0,0.0,,
1998-06-09,27.0,7920.0,18.0,0.0,45.0,37.656523333333325,-77.41372666666666,59.86666666666667,3.58,,,0.29333333333333333,63.166666666666664,71.33333333333333,55.0,60.0,,100.0,0.0,,
1998-06-10,0.0,3240.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,3.47,,,0.26333333333333336,63.166666666666664,70.0,56.333333333333336,65.0,,80.0,0.0,,
1998-06-11,0.0,5760.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,4.359999999999999,,,0.013333333333333334,67.83333333333333,72.66666666666667,63.0,70.0,,130.0,0.0,,
1998-06-12,0.0,5040.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,4.92,,,0.02,76.0,86.33333333333333,65.66666666666667,80.0,,245.0,0.0,,
1998-06-15,0.0,6840.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,7.9399999999999995,,,0.6666666666666666,74.66666666666667,86.33333333333333,63.0,71.0,,235.0,0.0,,
1998-06-16,0.0,9480.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,6.49,,,0.27999999999999997,75.5,87.33333333333333,63.666666666666664,80.0,,215.0,0.0,,
1998-06-17,0.0,8100.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,6.26,,,0.0,74.0,85.0,63.0,78.0,,275.0,0.0,,
1998-06-18,0.0,10440.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,7.045,,,0.0,76.16666666666667,87.66666666666667,64.66666666666667,75.0,,270.0,0.0,,
1998-06-19,0.0,5580.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,4.8100000000000005,,,0.15000000000000002,71.33333333333333,76.0,66.66666666666667,68.0,,260.0,0.0,,
1998-06-22,0.0,9900.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,2.575,,,1.18,76.83333333333333,85.33333333333333,68.33333333333333,73.0,,170.0,0.0,,
1998-06-23,0.0,5760.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,2.905,,,0.13333333333333333,78.16666666666667,87.0,69.33333333333333,82.0,,260.0,0.0,,
1998-06-24,0.0,7380.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,4.135,,,0.12,78.16666666666667,86.0,70.33333333333333,80.0,,10.0,0.0,,
1998-06-25,0.0,11700.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,2.575,,,0.0033333333333333335,79.33333333333333,90.33333333333333,68.33333333333333,85.0,,290.0,0.0,,
1998-06-26,0.0,10080.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,7.045,,,0.0,83.0,94.0,72.0,88.0,,220.0,0.0,,
1998-06-29,0.0,6570.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,4.8100000000000005,,,0.006666666666666667,77.16666666666667,86.66666666666667,67.66666666666667,80.0,,190.0,0.0,,
1998-06-30,0.0,8820.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,11.184999999999999,,,0.0,82.0,90.0,74.0,80.0,,260.0,0.0,,
1998-07-01,0.0,7680.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,7.495,,,0.0,76.5,85.33333333333333,67.66666666666667,82.0,,145.0,0.0,,
1998-07-02,0.0,6840.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,2.795,,,0.08,74.16666666666667,85.33333333333333,63.0,80.0,,225.0,0.0,,
1998-07-06,0.0,4050.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,3.69,,,0.0,74.33333333333333,84.33333333333333,64.33333333333333,78.0,,130.0,0.0,,
1998-07-07,0.0,4680.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,4.140000000000001,,,0.0,73.5,85.0,62.0,81.0,,125.0,0.0,,
1998-07-08,0.0,2160.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,6.825,,,0.22,77.0,86.33333333333333,67.66666666666667,84.0,,230.0,0.0,,
1998-07-09,0.0,3240.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,5.37,,,0.84,75.66666666666667,83.33333333333333,68.0,79.0,,20.0,0.0,,
1998-07-10,0.0,5040.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,4.695,,,1.3333333333333333,77.33333333333333,86.33333333333333,68.33333333333333,80.0,,175.0,0.0,,
1998-07-13,0.0,6600.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,5.48,,,0.0,72.66666666666667,84.66666666666667,60.666666666666664,82.0,,155.0,0.0,,
1998-07-14,0.0,7200.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,5.029999999999999,,,0.0,74.0,85.0,63.0,81.0,,165.0,0.0,,
1998-07-15,0.0,5580.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,2.575,,,0.0,75.5,84.66666666666667,66.33333333333333,80.0,,100.0,0.0,,
1998-07-16,0.0,7380.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,3.02,,,0.0,80.33333333333333,89.0,71.66666666666667,84.0,,125.0,0.0,,
1998-07-17,0.0,5760.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,4.140000000000001,,,0.13333333333333333,81.16666666666667,89.0,73.33333333333333,85.0,,300.0,0.0,,
1998-07-20,0.0,6840.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,7.49,,,0.0,83.83333333333333,95.0,72.66666666666667,85.0,,285.0,0.0,,
1998-07-21,0.0,7200.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,4.585,,,0.0,81.5,95.0,68.0,90.0,,280.0,0.0,,
1998-07-22,0.0,7920.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,6.9350000000000005,,,0.006666666666666667,86.0,99.0,73.0,85.0,,270.0,0.0,,
1998-07-23,0.0,9720.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,7.605,,,0.04666666666666666,83.0,93.66666666666667,72.33333333333333,80.0,,265.0,0.0,,
1998-07-24,0.0,6480.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,3.465,,,0.0,78.16666666666667,86.0,70.33333333333333,75.0,,15.0,0.0,,
1998-07-27,0.0,7200.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,3.47,,,0.0033333333333333335,71.0,80.33333333333333,61.666666666666664,75.0,,180.0,0.0,,
1998-07-28,0.0,8640.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,2.0100000000000002,,,0.0,78.33333333333333,87.66666666666667,69.0,82.0,,100.0,0.0,,
1998-07-29,0.0,10080.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,2.91,,,0.0,79.83333333333333,91.33333333333333,68.33333333333333,85.0,,290.0,0.0,,
1998-07-30,0.0,10980.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,4.92,,,0.013333333333333334,81.5,94.33333333333333,68.66666666666667,80.0,,195.0,0.0,,
1998-07-31,0.0,6840.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,6.484999999999999,,,0.06333333333333334,73.5,81.66666666666667,65.33333333333333,78.0,,190.0,0.0,,
1998-08-03,0.0,8280.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,5.48,,,0.0,70.33333333333333,85.66666666666667,55.0,81.0,,80.0,0.0,,
1998-08-04,0.0,7560.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,4.25,,,0.0033333333333333335,72.0,87.66666666666667,56.333333333333336,83.0,,75.0,0.0,,
1998-08-05,0.0,6480.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,4.365,,,0.0,72.16666666666667,86.66666666666667,57.666666666666664,82.0,,35.0,0.0,,
1998-08-06,0.0,5400.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,4.475,,,0.0,73.66666666666667,87.66666666666667,59.666666666666664,83.0,,100.0,0.0,,
1998-08-07,0.0,6120.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,4.92,,,0.0,77.0,88.66666666666667,65.33333333333333,83.0,,115.0,0.0,,
1998-08-10,0.0,6120.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,5.705,,,0.38999999999999996,80.16666666666667,89.0,71.33333333333333,77.0,,205.0,0.0,,
1998-08-11,0.0,8820.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,4.25,,,0.016666666666666666,78.66666666666667,87.0,70.33333333333333,83.0,,265.0,0.0,,
1998-08-12,0.0,10260.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,4.359999999999999,,,0.0,77.83333333333333,87.33333333333333,68.33333333333333,82.0,,340.0,0.0,,
1998-08-13,0.0,12150.0,0.0,3.0,3.0,37.656523333333325,-77.41372666666666,59.86666666666667,5.485,,,0.0,76.83333333333333,87.0,66.66666666666667,83.0,,125.0,0.0,,
1998-08-14,0.0,10620.0,0.0,0.0,0.0,37.656523333333325,-77.41372666666666,59.86666666666667,5.699999999999999,,,0.0,76.16666666666667,85.66666666666667,66.66666666666667,80.0,,110.0,0.0,,
1998-08-17,0.0,10170.0,0.0,6.0,6.0,37.656523333333325,-77.41372666666666,59.86666666666667,7.27,,,0.0,80.5,90.33333333333333,70.66666666666667,83.0,,245.0,0.0,,
1998-08-18,0.0,11160.0,0.0,7.0,7.0,37.656523333333325,-77.41372666666666,59.86666666666667,5.93,,,0.0033333333333333335,81.5,93.66666666666667,69.33333333333333,77.0,,300.0,0.0,,
1998-08-19,0.0,11700.0,0.0,18.0,18.0,37.656523333333325,-77.41372666666666,59.86666666666667,7.49,,,0.0,68.33333333333333,78.33333333333333,58.333333333333336,75.0,,15.0,0.0,,
1998-08-20,0.0,9360.0,0.0,26.0,26.0,37.656523333333325,-77.41372666666666,59.86666666666667,3.805,,,0.0,66.5,81.66666666666667,51.333333333333336,75.0,,60.0,0.0,,
1998-08-21,0.0,7380.0,0.0,15.0,15.0,37.656523333333325,-77.41372666666666,59.86666666666667,3.8,,,0.016666666666666666,72.83333333333333,89.33333333333333,56.333333333333336,86.0,,230.0,0.0,,
1998-08-24,0.0,10620.0,0.0,4.0,4.0,37.656523333333325,-77.41372666666666,59.86666666666667,7.05,,,0.0,84.33333333333333,99.33333333333333,69.33333333333333,92.0,,250.0,0.0,,
1998-08-25,0.0,11970.0,0.0,7.0,7.0,37.656523333333325,-77.41372666666666,59.86666666666667,6.715,,,0.006666666666666667,85.66666666666667,99.0,72.33333333333333,88.0,,145.0,0.0,,
1998-08-26,0.0,12960.0,0.0,3.0,3.0,37.656523333333325,-77.41372666666666,59.86666666666667,6.6,,,0.016666666666666666,80.0,90.0,70.0,82.0,,75.0,0.0,,
1998-08-27,0.0,13230.0,0.0,6.0,6.0,37.656523333333325,-77.41372666666666,59.86666666666667,11.855,,,0.42,79.83333333333333,84.66666666666667,75.0,78.0,,20.0,0.0,,
1998-08-28,0.0,8100.0,0.0,4.0,4.0,37.656523333333325,-77.41372666666666,59.86666666666667,8.39,,,0.023333333333333334,82.5,91.66666666666667,73.33333333333333,87.0,,340.0,0.0,,
1998-08-31,0.0,12430.0,0.0,23.0,23.0,37.656523333333325,-77.41372666666666,59.86666666666667,3.805,,,0.0,82.16666666666667,94.66666666666667,69.66666666666667,85.0,,140.0,0.0,,
1998-09-01,0.0,8640.0,0.0,34.0,34.0,37.656523333333325,-77.41372666666666,59.86666666666667,5.59,,,0.37333333333333335,76.83333333333333,84.66666666666667,69.0,82.0,,125.0,0.0,,
1998-09-02,0.0,9720.0,0.0,25.0,25.0,37.656523333333325,-77.41372666666666,59.86666666666667,6.26,,,0.0,78.0,90.0,66.0,87.0,,230.0,0.0,,
1998-09-03,0.0,10400.0,0.0,51.0,51.0,37.656523333333325,-77.41372666666666,59.86666666666667,4.695,,,0.06333333333333334,74.83333333333333,86.0,63.666666666666664,81.0,,175.0,0.0,,
