,Tree,Mold,Grass,Ragweed,total-pol,SPI,LATITUDE,LONGITUDE,ELEVATION,AWND,DAPR,MDPR,PRCP,TAVG,TMAX,TMIN,TOBS,TSUN,WDF2,WESD,WESF,WV03
2010-03-26,72.0,1620.0,0.0,0.0,72.0,1.38,37.628434999999996,-77.3792525,57.474999999999994,6.375,,,0.8525,52.625,67.0,38.25,48.5,,185.0,0.0,,
2010-03-29,171.0,1500.0,0.0,0.0,171.0,1.4185714285714286,37.628434999999996,-77.3792525,57.474999999999994,4.695,,,1.505,54.75,63.0,46.5,54.0,,25.0,0.0,,
2010-03-30,4.0,1170.0,0.0,0.0,4.0,1.4314285714285713,37.628434999999996,-77.3792525,57.474999999999994,13.09,,,0.049999999999999996,55.5,63.25,47.75,54.0,,305.0,0.0,,
2010-03-31,39.0,1380.0,0.0,0.0,39.0,1.4442857142857142,37.628434999999996,-77.3792525,57.474999999999994,7.945,,,0.0,59.375,72.0,46.75,59.0,,320.0,0.0,,
2010-04-01,50.0,945.0,0.0,0.0,50.0,1.457142857142857,37.628434999999996,-77.3792525,57.474999999999994,2.91,,,0.0,59.25,77.75,40.75,58.5,,155.0,0.0,,
2010-04-02,585.0,1350.0,0.0,0.0,585.0,1.47,37.628434999999996,-77.3792525,57.474999999999994,5.93,,,0.0,63.375,80.75,46.0,61.5,,130.0,0.0,,
2010-04-05,2505.0,1395.0,0.0,0.0,2505.0,1.1057142857142856,37.628434999999996,-77.3792525,57.474999999999994,5.37,,,0.0,69.5,86.5,52.5,67.5,,200.0,0.0,,
2010-04-06,1465.0,1140.0,0.0,0.0,1465.0,0.9842857142857142,37.628434999999996,-77.3792525,57.474999999999994,9.615,,,0.1,75.375,91.5,59.25,75.0,,275.0,0.0,,
2010-04-07,3780.0,1080.0,0.0,0.0,3780.0,0.8628571428571429,37.628434999999996,-77.3792525,57.474999999999994,12.190000000000001,,,0.0,79.625,92.25,67.0,77.0,,210.0,0.0,,
2010-04-08,3555.0,1080.0,0.0,0.0,3555.0,0.7414285714285714,37.628434999999996,-77.3792525,57.474999999999994,12.524999999999999,,,0.2375,75.0,87.25,62.75,71.0,,215.0,0.0,,
2010-04-09,2169.0,990.0,0.0,0.0,2169.0,0.62,37.628434999999996,-77.3792525,57.474999999999994,7.49,,,0.32,59.875,73.0,46.75,57.0,,320.0,0.0,,
2010-04-12,1895.0,960.0,3.0,0.0,1898.0,0.7057142857142857,37.628434999999996,-77.3792525,57.474999999999994,4.8100000000000005,,,0.0,61.125,76.0,46.25,59.5,,55.0,0.0,,
2010-04-13,129.0,1140.0,0.0,0.0,129.0,0.7342857142857142,37.628434999999996,-77.3792525,57.474999999999994,4.81,,,0.017499999999999998,58.5,72.5,44.5,47.0,,45.0,0.0,,
2010-04-14,657.0,1314.0,3.0,0.0,660.0,0.7628571428571428,37.628434999999996,-77.3792525,57.474999999999994,3.355,,,0.02,54.5,64.5,44.5,50.5,,70.0,0.0,,
2010-04-15,144.0,1620.0,0.0,0.0,144.0,0.7914285714285714,37.628434999999996,-77.3792525,57.474999999999994,3.465,,,0.0,54.5,72.0,37.0,51.5,,265.0,0.0,,
2010-04-16,446.0,1800.0,8.0,0.0,454.0,0.82,37.628434999999996,-77.3792525,57.474999999999994,9.17,,,0.0,68.5,84.25,52.75,69.0,,260.0,0.0,,
2010-04-19,1215.0,1170.0,25.0,0.0,1240.0,0.04428571428571426,37.628434999999996,-77.3792525,57.474999999999994,4.135,,,0.0,52.0,65.75,38.25,51.5,,315.0,0.0,,
2010-04-20,42.0,1800.0,2.0,0.0,44.0,-0.2142857142857143,37.628434999999996,-77.3792525,57.474999999999994,3.47,,,0.0,54.375,69.75,39.0,51.0,,240.0,0.0,,
2010-04-21,104.0,1680.0,8.0,0.0,112.0,-0.47285714285714275,37.628434999999996,-77.3792525,57.474999999999994,4.695,,,0.26,54.375,63.75,45.0,53.5,,185.0,0.0,,
2010-04-22,34.0,2250.0,0.0,0.0,34.0,-0.7314285714285714,37.628434999999996,-77.3792525,57.474999999999994,3.58,,,0.0875,57.5,70.5,44.5,60.0,,265.0,0.0,,
2010-04-23,324.0,2820.0,12.0,0.0,336.0,-0.99,37.628434999999996,-77.3792525,57.474999999999994,2.8000000000000003,,,0.0,61.0,76.5,45.5,59.0,,275.0,0.0,,
2010-04-26,240.0,2340.0,7.0,0.0,247.0,-0.9471428571428572,37.628434999999996,-77.3792525,57.474999999999994,6.935,,,0.1775,66.5,76.5,56.5,60.5,,285.0,0.0,,
2010-04-27,24.0,1485.0,1.0,0.0,25.0,-0.9328571428571428,37.628434999999996,-77.3792525,57.474999999999994,7.16,,,0.027500000000000004,60.875,70.75,51.0,57.5,,320.0,0.0,,
2010-04-28,144.0,2940.0,7.0,0.0,151.0,-0.9185714285714286,37.628434999999996,-77.3792525,57.474999999999994,8.05,,,0.0,51.375,64.25,38.5,48.0,,320.0,0.0,,
2010-04-29,162.0,1350.0,11.0,0.0,173.0,-0.9042857142857144,37.628434999999996,-77.3792525,57.474999999999994,4.59,,,0.0,52.125,69.75,34.5,52.5,,270.0,0.0,,
2010-04-30,54.0,2520.0,9.0,0.0,63.0,-0.89,37.628434999999996,-77.3792525,57.474999999999994,6.49,,,0.0,64.25,82.25,46.25,64.0,,215.0,0.0,,
2010-05-03,87.0,2640.0,25.0,0.0,112.0,-0.8214285714285714,37.628434999999996,-77.3792525,57.474999999999994,13.085,,,0.0,78.875,84.75,73.0,73.5,,255.0,0.0,,
2010-05-04,56.0,2580.0,15.0,0.0,71.0,-0.7985714285714286,37.628434999999996,-77.3792525,57.474999999999994,6.035,,,0.0,74.625,84.75,64.5,73.5,,245.0,0.0,,
2010-05-05,66.0,2475.0,79.0,0.0,145.0,-0.7757142857142857,37.628434999999996,-77.3792525,57.474999999999994,5.145,,,0.0,70.375,86.25,54.5,68.5,,215.0,0.0,,
2010-05-06,48.0,3840.0,39.0,0.0,87.0,-0.7528571428571429,37.628434999999996,-77.3792525,57.474999999999994,8.39,,,0.0,75.5,89.5,61.5,75.5,,255.0,0.0,,
2010-05-07,0.0,0.0,0.0,0.0,0.0,-0.73,37.628434999999996,-77.3792525,57.474999999999994,6.375,,,0.0,68.5,85.75,51.25,67.0,,185.0,0.0,,
2010-05-10,0.0,0.0,0.0,0.0,0.0,-0.58,37.628434999999996,-77.3792525,57.474999999999994,4.140000000000001,,,0.0,52.75,66.75,38.75,53.0,,160.0,0.0,,
2010-05-11,77.0,2760.0,39.0,0.0,116.0,-0.53,37.628434999999996,-77.3792525,57.474999999999994,5.705,,,0.02,53.75,66.0,41.5,50.5,,200.0,0.0,,
2010-05-12,5.0,2700.0,7.0,0.0,12.0,-0.48,37.628434999999996,-77.3792525,57.474999999999994,8.275,,,0.16999999999999998,67.625,80.5,54.75,70.5,,315.0,0.0,,
2010-05-13,0.0,1860.0,5.0,0.0,5.0,-0.43,37.628434999999996,-77.3792525,57.474999999999994,5.925,,,0.16,63.625,73.0,54.25,58.0,,135.0,0.0,,
2010-05-14,0.0,0.0,0.0,0.0,0.0,-0.38,37.628434999999996,-77.3792525,57.474999999999994,8.5,,,0.16749999999999998,69.625,82.25,57.0,72.0,,285.0,0.0,,
2010-05-17,0.0,1440.0,0.0,0.0,0.0,-0.4442857142857143,37.628434999999996,-77.3792525,57.474999999999994,5.26,,,0.5975,61.625,69.0,54.25,56.0,,155.0,0.0,,
2010-05-18,0.0,945.0,0.0,0.0,0.0,-0.46571428571428575,37.628434999999996,-77.3792525,57.474999999999994,6.265000000000001,,,0.39,55.75,59.5,52.0,55.0,,185.0,0.0,,
2010-05-19,0.0,1080.0,0.0,0.0,0.0,-0.48714285714285716,37.628434999999996,-77.3792525,57.474999999999994,1.79,,,0.0075,60.875,68.25,53.5,60.5,,285.0,0.0,,
2010-05-25,7.0,3420.0,23.0,0.0,30.0,-0.37,37.628434999999996,-77.3792525,57.474999999999994,4.47,,,0.0225,70.625,78.0,63.25,70.0,,195.0,0.0,,
2010-05-26,0.0,3780.0,11.0,0.0,11.0,-0.33,37.628434999999996,-77.3792525,57.474999999999994,2.35,,,0.0,70.875,84.5,57.25,70.0,,230.0,0.0,,
2010-05-27,34.0,4200.0,21.0,0.0,55.0,-0.29000000000000004,37.628434999999996,-77.3792525,57.474999999999994,5.035,,,0.0,77.5,90.5,64.5,77.5,,80.0,0.0,,
2010-05-28,19.0,4980.0,11.0,0.0,30.0,-0.25,37.628434999999996,-77.3792525,57.474999999999994,5.26,,,0.95,74.0,84.75,63.25,69.0,,105.0,0.0,,
2010-05-31,0.0,0.0,0.0,0.0,0.0,-0.3828571428571429,37.628434999999996,-77.3792525,57.474999999999994,9.73,,,0.0,79.875,90.0,69.75,78.0,,225.0,0.0,,
2010-06-01,0.0,2835.0,0.0,0.0,0.0,-0.42714285714285716,37.587913333333326,-77.34456999999999,54.26666666666667,9.395,,,0.02666666666666667,79.0,88.66666666666667,69.33333333333333,72.0,,250.0,0.0,,
2010-06-02,0.0,2400.0,3.0,0.0,3.0,-0.4714285714285715,37.587913333333326,-77.34456999999999,54.26666666666667,4.14,,,0.02333333333333333,77.66666666666667,89.0,66.33333333333333,68.0,,200.0,0.0,,
2010-06-03,0.0,4260.0,6.0,0.0,6.0,-0.5157142857142858,37.587913333333326,-77.34456999999999,54.26666666666667,6.26,,,0.03666666666666667,79.33333333333333,89.66666666666667,69.0,72.0,,330.0,0.0,,
2010-06-04,0.0,7860.0,9.0,0.0,9.0,-0.56,37.587913333333326,-77.34456999999999,54.26666666666667,3.4699999999999998,,,0.05666666666666667,79.33333333333333,91.0,67.66666666666667,67.0,,180.0,0.0,,
2010-06-07,0.0,5265.0,7.0,0.0,7.0,-0.9414285714285715,37.587913333333326,-77.34456999999999,54.26666666666667,3.915,,,0.02,72.16666666666667,84.66666666666667,59.666666666666664,60.0,,155.0,0.0,,
2010-06-08,0.0,3420.0,13.0,0.0,13.0,-1.0685714285714285,37.587913333333326,-77.34456999999999,54.26666666666667,4.92,,,0.0,69.66666666666667,79.66666666666667,59.666666666666664,61.0,,165.0,0.0,,
2010-06-09,0.0,3480.0,6.0,0.0,6.0,-1.1957142857142857,37.628434999999996,-77.3792525,57.474999999999994,9.395,,,0.005,69.25,81.5,57.0,70.0,,215.0,0.0,,
2010-06-10,0.0,3900.0,2.0,0.0,2.0,-1.322857142857143,37.628434999999996,-77.3792525,57.474999999999994,5.035,,,0.0,78.25,88.25,68.25,78.5,,320.0,0.0,,
2010-06-11,0.0,4200.0,11.0,0.0,11.0,-1.45,37.628434999999996,-77.3792525,57.474999999999994,3.355,,,0.0,76.0,88.75,63.25,74.5,,110.0,0.0,,
2010-06-14,0.0,3660.0,5.0,0.0,5.0,-1.612857142857143,37.628434999999996,-77.3792525,57.474999999999994,4.7,,,0.03,82.875,93.75,72.0,79.5,,270.0,0.0,,
2010-06-15,0.0,5280.0,4.0,0.0,4.0,-1.6671428571428573,37.628434999999996,-77.3792525,57.474999999999994,5.145,,,0.0125,80.25,89.25,71.25,76.0,,125.0,0.0,,
2010-06-16,0.0,5040.0,1.0,0.0,1.0,-1.7214285714285715,37.628434999999996,-77.3792525,57.474999999999994,5.925,,,0.11750000000000001,77.75,85.75,69.75,76.0,,225.0,0.0,,
2010-06-17,0.0,5715.0,3.0,0.0,3.0,-1.7757142857142858,37.628434999999996,-77.3792525,57.474999999999994,7.154999999999999,,,0.0175,79.875,89.25,70.5,78.0,,335.0,0.0,,
2010-06-18,0.0,5940.0,9.0,0.0,9.0,-1.83,37.628434999999996,-77.3792525,57.474999999999994,3.355,,,0.0,75.375,88.5,62.25,73.0,,90.0,0.0,,
2010-06-21,0.0,4185.0,1.0,0.0,1.0,-1.8514285714285714,37.628434999999996,-77.3792525,57.474999999999994,4.25,,,0.0,81.75,94.0,69.5,79.5,,325.0,0.0,,
2010-06-22,0.0,4932.0,3.0,0.0,3.0,-1.8585714285714285,37.628434999999996,-77.3792525,57.474999999999994,4.359999999999999,,,0.0,82.625,96.5,68.75,83.0,,205.0,0.0,,
2010-06-23,0.0,5760.0,3.0,0.0,3.0,-1.8657142857142857,37.628434999999996,-77.3792525,57.474999999999994,4.7,,,0.0,85.875,98.0,73.75,82.5,,285.0,0.0,,
2010-06-24,0.0,5400.0,4.0,0.0,4.0,-1.8728571428571428,37.628434999999996,-77.3792525,57.474999999999994,8.05,,,0.0,87.0,99.75,74.25,82.0,,290.0,0.0,,
2010-06-25,0.0,5430.0,1.0,0.0,1.0,-1.88,37.628434999999996,-77.3792525,57.474999999999994,4.8100000000000005,,,0.0,83.25,95.0,71.5,80.0,,275.0,0.0,,
2010-06-28,0.0,5160.0,2.0,0.0,2.0,-2.072857142857143,37.628434999999996,-77.3792525,57.474999999999994,10.18,,0.07,0.15666666666666665,89.375,101.25,77.5,79.5,,280.0,0.0,,
2010-06-29,0.0,0.0,0.0,0.0,0.0,-2.137142857142857,37.628434999999996,-77.3792525,57.474999999999994,5.59,,,0.0625,85.0,95.5,74.5,81.5,,135.0,0.0,,
2010-06-30,0.0,6525.0,2.0,0.0,2.0,-2.2014285714285715,37.587913333333326,-77.34456999999999,54.26666666666667,5.26,,,0.0,76.16666666666667,86.0,66.33333333333333,70.0,,195.0,0.0,,
2010-07-01,0.0,6030.0,4.0,0.0,4.0,-2.2657142857142856,37.628434999999996,-77.3792525,57.474999999999994,6.04,,,0.0,72.125,82.5,61.75,72.0,,150.0,0.0,,
2010-07-02,0.0,5360.0,2.0,0.0,2.0,-2.33,37.628434999999996,-77.3792525,57.474999999999994,4.25,,,0.0,69.375,83.25,55.5,66.0,,185.0,0.0,,
2010-07-05,0.0,0.0,0.0,0.0,0.0,-2.0171428571428573,37.628434999999996,-77.3792525,57.474999999999994,3.6900000000000004,,,0.0,81.5,99.5,63.5,79.0,,270.0,0.0,,
2010-07-06,0.0,3460.0,2.0,0.0,2.0,-1.9128571428571428,37.628434999999996,-77.3792525,57.474999999999994,3.245,,,0.0,85.375,102.75,68.0,82.0,,135.0,0.0,,
2010-07-07,0.0,4140.0,2.0,0.0,2.0,-1.8085714285714287,37.628434999999996,-77.3792525,57.474999999999994,3.915,,,0.0,87.125,103.25,71.0,84.5,,20.0,0.0,,
2010-07-08,0.0,5880.0,0.0,0.0,0.0,-1.7042857142857144,37.628434999999996,-77.3792525,57.474999999999994,4.8100000000000005,,,0.08,86.125,98.0,74.25,82.0,,80.0,0.0,,
2010-07-09,0.0,0.0,0.0,0.0,0.0,-1.6,37.628434999999996,-77.3792525,57.474999999999994,4.475,,,0.0,82.75,94.5,71.0,79.0,,120.0,0.0,,
2010-07-12,0.0,5265.0,0.0,0.0,0.0,-1.3771428571428572,37.628434999999996,-77.3792525,57.474999999999994,6.26,,,0.32499999999999996,79.75,90.5,69.0,75.5,,180.0,0.0,,
2010-07-13,0.0,5760.0,0.0,0.0,0.0,-1.302857142857143,37.628434999999996,-77.3792525,57.474999999999994,7.16,,,0.535,82.125,91.5,72.75,80.5,,240.0,0.0,,
2010-07-14,0.0,7920.0,0.0,0.0,0.0,-1.2285714285714286,37.628434999999996,-77.3792525,57.474999999999994,7.27,,,0.17,82.0,91.75,72.25,79.0,,275.0,0.0,,
2010-07-15,0.0,0.0,0.0,0.0,0.0,-1.1542857142857144,37.628434999999996,-77.3792525,57.474999999999994,3.2399999999999998,,,0.0,82.125,94.0,70.25,80.5,,315.0,0.0,,
2010-07-16,0.0,6342.0,0.0,0.0,0.0,-1.08,37.628434999999996,-77.3792525,57.474999999999994,6.93,,,0.0,86.125,97.75,74.5,80.5,,245.0,0.0,,
2010-07-19,0.0,0.0,0.0,0.0,0.0,-1.3071428571428572,37.628434999999996,-77.3792525,57.474999999999994,9.615,,,0.08,83.125,93.5,72.75,81.5,,230.0,0.0,,
2010-07-20,0.0,6739.0,0.0,0.0,0.0,-1.382857142857143,37.628434999999996,-77.3792525,57.474999999999994,5.699999999999999,,,0.15750000000000003,84.0,96.75,71.25,73.0,,270.0,0.0,,
2010-07-21,0.0,8235.0,0.0,0.0,0.0,-1.4585714285714286,37.628434999999996,-77.3792525,57.474999999999994,7.83,,,0.08,84.25,96.0,72.5,80.5,,280.0,0.0,,
2010-07-22,0.0,10320.0,0.0,0.0,0.0,-1.5342857142857143,37.628434999999996,-77.3792525,57.474999999999994,4.135,,,0.0,84.25,96.0,72.5,82.0,,125.0,0.0,,
2010-07-23,0.0,8460.0,0.0,0.0,0.0,-1.61,37.628434999999996,-77.3792525,57.474999999999994,5.925,,,0.0,86.125,100.0,72.25,84.0,,250.0,0.0,,
2010-08-03,0.0,6540.0,0.0,0.0,0.0,-0.8257142857142857,37.628434999999996,-77.3792525,57.474999999999994,5.48,,,0.0025,79.625,89.5,69.75,76.5,,240.0,0.0,,
2010-08-04,0.0,9050.0,0.0,0.0,0.0,-0.7771428571428571,37.628434999999996,-77.3792525,57.474999999999994,7.38,,,0.39999999999999997,83.0,93.0,73.0,81.5,,315.0,0.0,,
2010-08-05,0.0,10080.0,0.0,0.0,0.0,-0.7285714285714286,37.628434999999996,-77.3792525,57.474999999999994,9.73,,,0.3875,84.5,96.5,72.5,73.5,,275.0,0.0,,
2010-08-06,0.0,11040.0,0.0,0.0,0.0,-0.68,37.628434999999996,-77.3792525,57.474999999999994,5.48,,,0.2975,82.625,93.75,71.5,79.5,,240.0,0.0,,
2010-08-09,0.0,0.0,0.0,0.0,0.0,-0.4185714285714286,37.628434999999996,-77.3792525,57.474999999999994,3.69,,,0.0,81.25,93.5,69.0,79.5,,175.0,0.0,,
2010-08-10,0.0,8505.0,0.0,0.0,0.0,-0.3314285714285714,37.628434999999996,-77.3792525,57.474999999999994,5.37,,,0.0,84.875,97.5,72.25,83.5,,225.0,0.0,,
2010-08-11,0.0,8220.0,0.0,0.0,0.0,-0.24428571428571422,37.628434999999996,-77.3792525,57.474999999999994,3.13,,,0.0,86.75,98.25,75.25,82.0,,280.0,0.0,,
2010-08-12,0.0,9225.0,0.0,0.0,0.0,-0.15714285714285714,37.628434999999996,-77.3792525,57.474999999999994,4.92,,,0.59,83.625,94.25,73.0,75.0,,115.0,0.0,,
2010-08-13,0.0,10620.0,0.0,0.0,0.0,-0.07,37.628434999999996,-77.3792525,57.474999999999994,6.154999999999999,,,0.395,78.125,85.25,71.0,74.0,,110.0,0.0,,
2010-08-16,0.0,7335.0,0.0,0.0,0.0,-0.005714285714285713,37.628434999999996,-77.3792525,57.474999999999994,6.15,,,0.0,81.875,92.5,71.25,79.0,,230.0,0.0,,
2010-08-17,0.0,9000.0,0.0,0.0,0.0,0.015714285714285722,37.628434999999996,-77.3792525,57.474999999999994,3.47,,,0.2975,83.5,93.25,73.75,78.0,,210.0,0.0,,
2010-08-18,0.0,6345.0,0.0,0.0,0.0,0.03714285714285716,37.628434999999996,-77.3792525,57.474999999999994,3.245,,,0.675,79.5,85.5,73.5,74.0,,195.0,0.0,,
2010-08-19,0.0,8460.0,0.0,0.0,0.0,0.05857142857142858,37.628434999999996,-77.3792525,57.474999999999994,3.245,,,0.045000000000000005,76.375,81.75,71.0,75.5,,210.0,0.0,,
2010-08-20,0.0,11580.0,0.0,0.0,0.0,0.08,37.628434999999996,-77.3792525,57.474999999999994,2.2350000000000003,,,0.0025,78.125,88.5,67.75,77.0,,195.0,0.0,,
2010-08-23,0.0,7335.0,0.0,0.0,0.0,-0.05285714285714284,37.628434999999996,-77.3792525,57.474999999999994,3.6950000000000003,,,0.3375,78.0,87.25,68.75,75.0,,175.0,0.0,,
2010-08-24,0.0,5640.0,0.0,8.0,8.0,-0.09714285714285713,37.628434999999996,-77.3792525,57.474999999999994,5.705,,,0.01,74.25,79.75,68.75,69.5,,50.0,0.0,,
2010-08-25,0.0,7920.0,0.0,3.0,3.0,-0.1414285714285714,37.628434999999996,-77.3792525,57.474999999999994,3.91,,,0.0025,72.375,79.25,65.5,71.5,,285.0,0.0,,
2010-08-26,0.0,10740.0,0.0,8.0,8.0,-0.18571428571428567,37.628434999999996,-77.3792525,57.474999999999994,2.125,,,0.0,76.125,85.75,66.5,75.0,,170.0,0.0,,
2010-08-27,0.0,9360.0,0.0,15.0,15.0,-0.23,37.628434999999996,-77.3792525,57.474999999999994,3.915,,,0.0,76.25,85.75,66.75,74.5,,80.0,0.0,,
2010-08-30,0.0,8730.0,0.0,22.0,22.0,-0.37142857142857144,37.628434999999996,-77.3792525,57.474999999999994,2.24,,,0.0,79.125,94.75,63.5,77.5,,40.0,0.0,,
2010-08-31,0.0,11280.0,0.0,18.0,18.0,-0.4185714285714286,37.628434999999996,-77.3792525,57.474999999999994,1.23,,,0.0,81.0,95.5,66.5,79.5,,55.0,0.0,,
2010-09-01,0.0,9300.0,0.0,16.0,16.0,-0.46571428571428575,37.628434999999996,-77.3792525,57.474999999999994,4.475,,,0.0,81.375,96.25,66.5,79.5,,180.0,0.0,,
2010-09-02,0.0,9180.0,0.0,11.0,11.0,-0.5128571428571429,37.628434999999996,-77.3792525,57.474999999999994,3.69,,,0.0,80.375,93.5,67.25,77.0,,145.0,0.0,,
2010-09-03,0.0,0.0,0.0,0.0,0.0,-0.56,37.628434999999996,-77.3792525,57.474999999999994,7.715,,,0.0075,80.0,89.25,70.75,79.5,,260.0,0.0,,
2010-09-06,0.0,0.0,0.0,0.0,0.0,-1.1428571428571428,37.628434999999996,-77.3792525,57.474999999999994,2.795,,,0.0,69.875,86.75,53.0,70.0,,145.0,0.0,,
2010-09-07,0.0,6890.0,0.0,22.0,22.0,-1.3371428571428572,37.628434999999996,-77.3792525,57.474999999999994,7.9399999999999995,,,0.0,76.375,90.75,62.0,74.0,,225.0,0.0,,
2010-09-08,0.0,6840.0,0.0,18.0,18.0,-1.5314285714285714,37.628434999999996,-77.3792525,57.474999999999994,9.955,,,0.0,78.875,90.75,67.0,78.5,,250.0,0.0,,
2010-09-09,0.0,8685.0,0.0,46.0,46.0,-1.7257142857142855,37.628434999999996,-77.3792525,57.474999999999994,4.8100000000000005,,,0.0,70.5,84.5,56.5,67.0,,290.0,0.0,,
2010-09-10,0.0,8280.0,0.0,27.0,27.0,-1.92,37.628434999999996,-77.3792525,57.474999999999994,5.145,,,0.0,66.25,80.25,52.25,63.5,,335.0,0.0,,
2010-09-13,0.0,5580.0,0.0,19.0,19.0,-2.027142857142857,37.628434999999996,-77.3792525,57.474999999999994,5.029999999999999,,,0.0025,70.375,82.75,58.0,72.0,,215.0,0.0,,
2010-09-14,0.0,7260.0,0.0,47.0,47.0,-2.0628571428571427,37.628434999999996,-77.3792525,57.474999999999994,5.925,,,0.0,75.5,89.25,61.75,73.0,,155.0,0.0,,
2010-09-15,0.0,4200.0,0.0,51.0,51.0,-2.0985714285714283,37.628434999999996,-77.3792525,57.474999999999994,3.02,,,0.0,72.0,89.5,54.5,69.5,,190.0,0.0,,
2010-09-16,0.0,7260.0,0.0,25.0,25.0,-2.1342857142857143,37.628434999999996,-77.3792525,57.474999999999994,11.855,,,0.0,77.625,92.75,62.5,76.5,,225.0,0.0,,
2010-09-17,0.0,4680.0,0.0,47.0,47.0,-2.17,37.628434999999996,-77.3792525,57.474999999999994,7.27,,,0.0,76.5,89.25,63.75,76.0,,220.0,0.0,,
2010-09-20,0.0,3780.0,0.0,24.0,24.0,-1.24,37.628434999999996,-77.3792525,57.474999999999994,5.255,,,0.0,71.0,84.25,57.75,69.0,,195.0,0.0,,
2010-09-21,0.0,4680.0,0.0,28.0,28.0,-0.9299999999999999,37.628434999999996,-77.3792525,57.474999999999994,4.81,,,0.0,67.125,83.0,51.25,65.5,,180.0,0.0,,
