,Tree,Mold,Grass,Ragweed,total-pol,LATITUDE,LONGITUDE,ELEVATION,AWND,DAPR,MDPR,PRCP,TAVG,TMAX,TMIN,TOBS
1998-04-09,3114.0,1980.0,0.0,0.0,3114.0,36.56269,-79.36331,119.5,,,,0.55,71.5,85.0,58.0,62.0
1998-04-10,610.0,2520.0,0.0,0.0,610.0,36.56269,-79.36331,119.5,,,,0.33,64.0,77.0,51.0,51.0
1998-04-13,684.0,1890.0,0.0,0.0,684.0,36.56269,-79.36331,119.5,,,,0.0,52.0,68.0,36.0,37.0
1998-04-14,1476.0,2520.0,0.0,0.0,1476.0,36.56269,-79.36331,119.5,,,,0.11,55.0,74.0,36.0,51.0
1998-04-15,5200.0,3240.0,0.0,0.0,5200.0,36.56269,-79.36331,119.5,,,,0.13,57.5,64.0,51.0,55.0
1998-04-16,2970.0,4500.0,0.0,0.0,2970.0,36.56269,-79.36331,119.5,,,,0.0,67.5,80.0,55.0,66.0
1998-04-17,2050.0,2160.0,0.0,0.0,2050.0,36.56269,-79.36331,119.5,,,,2.5,70.5,81.0,60.0,61.0
1998-04-20,2314.0,2160.0,0.0,0.0,2314.0,36.56269,-79.36331,119.5,,,,1.53,51.5,56.0,47.0,47.0
1998-04-21,1584.0,2100.0,0.0,0.0,1584.0,36.56269,-79.36331,119.5,,,,0.0,54.5,67.0,42.0,42.0
1998-04-22,810.0,2700.0,0.0,0.0,810.0,36.56269,-79.36331,119.5,,,,0.0,54.5,67.0,42.0,48.0
1998-04-23,702.0,2340.0,0.0,0.0,702.0,36.56269,-79.36331,119.5,,,,0.66,52.5,58.0,47.0,48.0
1998-04-24,990.0,2520.0,0.0,0.0,990.0,36.56269,-79.36331,119.5,,,,0.05,56.5,66.0,47.0,47.0
1998-04-27,1179.0,2700.0,0.0,0.0,1179.0,36.56269,-79.36331,119.5,,,,0.0,67.0,82.0,52.0,58.0
1998-04-28,495.0,2700.0,0.0,0.0,495.0,36.56269,-79.36331,119.5,,,,0.01,48.0,59.0,37.0,37.0
1998-04-29,315.0,2340.0,0.0,0.0,315.0,36.56269,-79.36331,119.5,,,,0.0,52.5,68.0,37.0,44.0
1998-04-30,234.0,3290.0,0.0,0.0,234.0,36.56269,-79.36331,119.5,,,,0.0,58.5,73.0,44.0,56.0
1998-05-01,99.0,4500.0,0.0,0.0,99.0,36.56269,-79.36331,119.5,,,,0.14,61.0,67.0,55.0,57.0
1998-05-04,8.0,4800.0,0.0,0.0,8.0,36.56269,-79.36331,119.5,,,,0.12,68.0,83.0,53.0,57.0
1998-05-05,0.0,5400.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,1.1,64.5,76.0,53.0,53.0
1998-05-06,81.0,4700.0,6.0,0.0,87.0,36.56269,-79.36331,119.5,,,,0.0,61.0,73.0,49.0,50.0
1998-05-07,28.0,6300.0,12.0,0.0,40.0,36.56269,-79.36331,119.5,,,,0.01,64.5,80.0,49.0,58.0
1998-05-08,0.0,3600.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,2.2,63.5,69.0,58.0,60.0
1998-05-11,5.0,3780.0,0.0,0.0,5.0,36.56269,-79.36331,119.5,,,,0.25,62.0,67.0,57.0,59.0
1998-05-12,0.0,2700.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.08,62.5,69.0,56.0,56.0
1998-05-13,5.0,1800.0,0.0,0.0,5.0,36.56269,-79.36331,119.5,,,,0.0,59.5,65.0,54.0,54.0
1998-05-14,0.0,2160.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,62.0,71.0,53.0,59.0
1998-05-15,99.0,6500.0,11.0,0.0,110.0,36.56269,-79.36331,119.5,,,,0.0,63.5,76.0,51.0,52.0
1998-05-18,63.0,7800.0,79.0,0.0,142.0,36.56269,-79.36331,119.5,,,,0.0,75.5,85.0,66.0,67.0
1998-05-19,54.0,6360.0,45.0,0.0,99.0,36.56269,-79.36331,119.5,,,,0.0,71.5,85.0,58.0,58.0
1998-05-20,126.0,8010.0,99.0,0.0,225.0,36.56269,-79.36331,119.5,,,,0.0,76.0,94.0,58.0,67.0
1998-05-21,135.0,4950.0,27.0,0.0,162.0,36.56269,-79.36331,119.5,,,,0.0,78.0,89.0,67.0,69.0
1998-05-22,144.0,3600.0,27.0,0.0,171.0,36.56269,-79.36331,119.5,,,,0.01,74.0,86.0,62.0,63.0
1998-05-26,108.0,9360.0,45.0,0.0,153.0,36.56269,-79.36331,119.5,,,,0.12,78.5,90.0,67.0,68.0
1998-05-27,0.0,3600.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.74,75.5,86.0,65.0,65.0
1998-05-28,0.0,8649.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,68.5,73.0,64.0,66.0
1998-05-29,0.0,9180.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,73.0,81.0,65.0,66.0
1998-06-01,11.0,9090.0,10.0,0.0,21.0,36.56269,-79.36331,119.5,,,,0.0,78.5,90.0,67.0,76.0
1998-06-02,14.0,7290.0,63.0,0.0,77.0,36.56269,-79.36331,119.5,,,,0.0,74.0,86.0,62.0,62.0
1998-06-03,27.0,7920.0,45.0,0.0,72.0,36.56269,-79.36331,119.5,,,,0.01,76.0,90.0,62.0,63.0
1998-06-04,0.0,4590.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.11,78.5,94.0,63.0,66.0
1998-06-05,0.0,3600.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.33,71.0,79.0,63.0,67.0
1998-06-08,5.0,5760.0,0.0,0.0,5.0,36.56269,-79.36331,119.5,,,,0.0,59.5,70.0,49.0,49.0
1998-06-09,27.0,7920.0,18.0,0.0,45.0,36.56269,-79.36331,119.5,,,,0.0,64.0,79.0,49.0,63.0
1998-06-10,0.0,3240.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.14,66.0,70.0,62.0,64.0
1998-06-11,0.0,5760.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.11,74.0,84.0,64.0,65.0
1998-06-12,0.0,5040.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,74.0,84.0,64.0,69.0
1998-06-15,0.0,6840.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.26,76.0,85.0,67.0,69.0
1998-06-16,0.0,9480.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.03,79.5,92.0,67.0,67.0
1998-06-17,0.0,8100.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.1,78.0,90.0,66.0,67.0
1998-06-18,0.0,10440.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,76.5,87.0,66.0,67.0
1998-06-19,0.0,5580.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,79.5,92.0,67.0,71.0
1998-06-22,0.0,9900.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,78.5,91.0,66.0,73.0
1998-06-23,0.0,5760.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,80.5,89.0,72.0,72.0
1998-06-24,0.0,7380.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,81.5,93.0,70.0,70.0
1998-06-25,0.0,11700.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,80.5,91.0,70.0,71.0
1998-06-26,0.0,10080.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,83.0,95.0,71.0,73.0
1998-06-29,0.0,6570.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.37,79.0,91.0,67.0,68.0
1998-06-30,0.0,8820.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,79.5,91.0,68.0,77.0
1998-07-01,0.0,7680.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.11,83.5,96.0,71.0,71.0
1998-07-02,0.0,6840.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,75.5,87.0,64.0,64.0
1998-07-06,0.0,4050.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,76.0,86.0,66.0,66.0
1998-07-07,0.0,4680.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,75.5,86.0,65.0,65.0
1998-07-08,0.0,2160.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,77.5,91.0,64.0,75.0
1998-07-09,0.0,3240.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.82,80.0,88.0,72.0,72.0
1998-07-10,0.0,5040.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.21,81.5,92.0,71.0,71.0
1998-07-13,0.0,6600.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,75.0,84.0,66.0,69.0
1998-07-14,0.0,7200.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,76.0,87.0,65.0,65.0
1998-07-15,0.0,5580.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,76.5,88.0,65.0,65.0
1998-07-16,0.0,7380.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,77.5,90.0,65.0,74.0
1998-07-17,0.0,5760.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.12,82.0,91.0,73.0,74.0
1998-07-20,0.0,6840.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,83.5,98.0,69.0,76.0
1998-07-21,0.0,7200.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,86.0,99.0,73.0,73.0
1998-07-22,0.0,7920.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,86.5,101.0,72.0,73.0
1998-07-23,0.0,9720.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.26,85.5,98.0,73.0,74.0
1998-07-24,0.0,6480.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,85.0,96.0,74.0,74.0
1998-07-27,0.0,7200.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,77.5,86.0,69.0,70.0
1998-07-28,0.0,8640.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.18,73.5,77.0,70.0,71.0
1998-07-29,0.0,10080.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,80.5,91.0,70.0,70.0
1998-07-30,0.0,10980.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,82.5,95.0,70.0,71.0
1998-07-31,0.0,6840.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,83.5,97.0,70.0,77.0
1998-08-03,0.0,8280.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,72.5,85.0,60.0,60.0
1998-08-04,0.0,7560.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,74.0,89.0,59.0,60.0
1998-08-05,0.0,6480.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,74.5,90.0,59.0,62.0
1998-08-06,0.0,5400.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,77.0,92.0,62.0,62.0
1998-08-07,0.0,6120.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,76.0,90.0,62.0,68.0
1998-08-10,0.0,6120.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,80.0,89.0,71.0,72.0
1998-08-11,0.0,8820.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.78,76.0,83.0,69.0,69.0
1998-08-12,0.0,10260.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,78.5,89.0,68.0,71.0
1998-08-13,0.0,12150.0,0.0,3.0,3.0,36.56269,-79.36331,119.5,,,,0.0,79.5,89.0,70.0,71.0
1998-08-14,0.0,10620.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,79.0,88.0,70.0,71.0
1998-08-17,0.0,10170.0,0.0,6.0,6.0,36.56269,-79.36331,119.5,,,,1.23,77.0,83.0,71.0,71.0
1998-08-18,0.0,11160.0,0.0,7.0,7.0,36.56269,-79.36331,119.5,,,,0.0,78.5,87.0,70.0,72.0
1998-08-19,0.0,11700.0,0.0,18.0,18.0,36.56269,-79.36331,119.5,,,,0.0,81.0,92.0,70.0,71.0
1998-08-20,0.0,9360.0,0.0,26.0,26.0,36.56269,-79.36331,119.5,,,,0.0,70.0,84.0,56.0,57.0
1998-08-21,0.0,7380.0,0.0,15.0,15.0,36.56269,-79.36331,119.5,,,,0.0,69.0,82.0,56.0,57.0
1998-08-24,0.0,10620.0,0.0,4.0,4.0,36.56269,-79.36331,119.5,,,,0.0,82.0,96.0,68.0,70.0
1998-08-25,0.0,11970.0,0.0,7.0,7.0,36.56269,-79.36331,119.5,,,,0.0,83.5,98.0,69.0,71.0
1998-08-26,0.0,12960.0,0.0,3.0,3.0,36.56269,-79.36331,119.5,,,,0.0,83.5,97.0,70.0,72.0
1998-08-27,0.0,13230.0,0.0,6.0,6.0,36.56269,-79.36331,119.5,,,,0.0,80.0,88.0,72.0,79.0
1998-08-28,0.0,8100.0,0.0,4.0,4.0,36.56269,-79.36331,119.5,,,,0.0,78.5,85.0,72.0,73.0
1998-08-31,0.0,12430.0,0.0,23.0,23.0,36.56269,-79.36331,119.5,,,,0.0,82.5,94.0,71.0,73.0
1998-09-01,0.0,8640.0,0.0,34.0,34.0,36.56269,-79.36331,119.5,,,,0.0,81.5,93.0,70.0,72.0
1998-09-02,0.0,9720.0,0.0,25.0,25.0,36.56269,-79.36331,119.5,,,,0.0,78.5,90.0,67.0,67.0
1998-09-03,0.0,10400.0,0.0,51.0,51.0,36.56269,-79.36331,119.5,,,,0.0,80.5,95.0,66.0,67.0
1998-09-04,0.0,9360.0,0.0,24.0,24.0,36.56269,-79.36331,119.5,,,,0.68,72.0,77.0,67.0,69.0
1998-09-08,0.0,7560.0,0.0,63.0,63.0,36.56269,-79.36331,119.5,,,,0.0,82.0,96.0,68.0,76.0
1998-09-09,0.0,5760.0,0.0,39.0,39.0,36.56269,-79.36331,119.5,,,,0.53,66.0,79.0,53.0,53.0
1998-09-10,0.0,3420.0,0.0,36.0,36.0,36.56269,-79.36331,119.5,,,,0.0,62.0,73.0,51.0,51.0
1998-09-11,0.0,6480.0,0.0,14.0,14.0,36.56269,-79.36331,119.5,,,,0.0,65.5,80.0,51.0,53.0
1998-09-14,0.0,8640.0,0.0,10.0,10.0,36.56269,-79.36331,119.5,,,,0.0,77.0,94.0,60.0,63.0
1998-09-15,0.0,12600.0,0.0,17.0,17.0,36.56269,-79.36331,119.5,,,,0.0,78.0,94.0,62.0,65.0
1998-09-16,0.0,10080.0,0.0,16.0,16.0,36.56269,-79.36331,119.5,,,,0.0,78.5,92.0,65.0,66.0
1998-09-17,0.0,13500.0,0.0,16.0,16.0,36.56269,-79.36331,119.5,,,,0.0,79.5,93.0,66.0,67.0
1998-09-18,0.0,5940.0,0.0,7.0,7.0,36.56269,-79.36331,119.5,,,,0.0,78.5,91.0,66.0,71.0
1998-09-21,0.0,8640.0,0.0,40.0,40.0,36.56269,-79.36331,119.5,,,,0.0,77.5,89.0,66.0,67.0
1998-09-22,0.0,7920.0,0.0,18.0,18.0,36.56269,-79.36331,119.5,,,,0.17,76.0,87.0,65.0,72.0
1998-09-23,0.0,6480.0,0.0,18.0,18.0,36.56269,-79.36331,119.5,,,,0.0,76.5,88.0,65.0,65.0
1998-09-24,0.0,6840.0,0.0,9.0,9.0,36.56269,-79.36331,119.5,,,,0.0,62.0,75.0,49.0,49.0
1998-09-25,0.0,7560.0,0.0,17.0,17.0,36.56269,-79.36331,119.5,,,,0.0,62.0,77.0,47.0,53.0
1998-09-28,0.0,9990.0,0.0,27.0,27.0,36.56269,-79.36331,119.5,,,,0.0,79.0,94.0,64.0,73.0
1998-09-29,0.0,8200.0,0.0,17.0,17.0,36.56269,-79.36331,119.5,,,,0.0,79.5,92.0,67.0,68.0
1998-09-30,0.0,4320.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.08,74.0,82.0,66.0,68.0
1998-10-01,0.0,6300.0,0.0,5.0,5.0,36.56269,-79.36331,119.5,,,,0.0,78.5,89.0,68.0,71.0
1998-10-02,0.0,7200.0,0.0,2.0,2.0,36.56269,-79.36331,119.5,,,,0.0,68.0,87.0,49.0,51.0
1998-10-05,0.0,2970.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.66,61.5,65.0,58.0,58.0
1998-10-06,0.0,3780.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.01,61.0,66.0,56.0,62.0
1998-10-07,0.0,4040.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,64.5,67.0,62.0,62.0
1998-10-08,0.0,3960.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.11,69.5,77.0,62.0,69.0
1998-10-09,0.0,3420.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.32,68.5,78.0,59.0,59.0
1998-10-12,0.0,4680.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,61.5,74.0,49.0,49.0
1998-10-13,0.0,3600.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,62.0,76.0,48.0,53.0
1998-10-14,0.0,6120.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,65.0,78.0,52.0,54.0
1998-10-15,0.0,5400.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,59.0,74.0,44.0,44.0
1998-10-16,0.0,5760.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,57.0,71.0,43.0,46.0
1998-10-19,0.0,4740.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,61.5,79.0,44.0,54.0
1998-10-20,0.0,6210.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,66.0,78.0,54.0,62.0
1998-10-21,0.0,4374.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,59.0,74.0,44.0,46.0
1998-10-22,0.0,2880.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,53.5,63.0,44.0,45.0
1998-10-23,0.0,1980.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,45.5,57.0,34.0,35.0
1998-10-26,0.0,3860.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,55.5,76.0,35.0,35.0
1998-10-27,0.0,4140.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,54.5,74.0,35.0,43.0
1998-10-28,0.0,3600.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,55.5,71.0,40.0,46.0
1998-10-29,0.0,5040.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,62.0,79.0,45.0,52.0
1998-10-30,0.0,4140.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,58.5,76.0,41.0,42.0
1998-11-02,0.0,3420.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,55.5,71.0,40.0,43.0
1998-11-03,0.0,3060.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.43,53.5,64.0,43.0,49.0
1998-11-04,0.0,1980.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.09,45.5,49.0,42.0,42.0
1998-11-05,0.0,2970.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,42.0,49.0,35.0,35.0
1998-11-06,0.0,2220.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,42.5,50.0,35.0,39.0
1998-11-09,0.0,1620.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,43.5,53.0,34.0,46.0
1998-11-10,0.0,3060.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,53.5,64.0,43.0,54.0
1998-11-11,0.0,2160.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.23,64.0,74.0,54.0,57.0
1998-11-12,0.0,3420.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.12,56.0,74.0,38.0,44.0
1998-11-13,0.0,1980.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,50.5,60.0,41.0,43.0
1998-11-16,0.0,2160.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,54.0,71.0,37.0,37.0
1998-11-17,0.0,2250.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.02,52.0,69.0,35.0,56.0
1998-11-18,0.0,2340.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,53.0,70.0,36.0,36.0
1998-11-19,0.0,1620.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,46.5,59.0,34.0,34.0
1998-11-20,0.0,1854.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,49.5,66.0,33.0,52.0
1998-11-23,0.0,900.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,41.0,55.0,27.0,28.0
1998-11-24,0.0,720.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,49.0,70.0,28.0,49.0
1998-11-25,0.0,300.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,49.5,68.0,31.0,32.0
1998-12-03,0.0,2340.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,52.0,70.0,34.0,37.0
1998-12-04,0.0,3510.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,53.5,71.0,36.0,44.0
1998-12-07,0.0,3780.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,68.0,81.0,55.0,58.0
1998-12-08,0.0,1800.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,67.5,77.0,58.0,59.0
1998-12-09,0.0,720.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.75,66.5,81.0,52.0,53.0
1998-12-10,0.0,320.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.01,44.0,56.0,32.0,32.0
1998-12-11,0.0,1080.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,44.0,56.0,32.0,48.0
1998-12-14,0.0,0.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.73,41.0,45.0,37.0,37.0
1999-03-01,0.0,450.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.25,49.5,61.0,38.0,38.0
1999-03-02,13.0,800.0,0.0,0.0,13.0,36.56269,-79.36331,119.5,,,,0.0,38.5,50.0,27.0,27.0
1999-03-03,198.0,990.0,0.0,0.0,198.0,36.56269,-79.36331,119.5,,,,0.0,46.0,65.0,27.0,27.0
1999-03-04,135.0,720.0,0.0,0.0,135.0,36.56269,-79.36331,119.5,,,,0.39,52.0,70.0,34.0,35.0
1999-03-05,10.0,540.0,0.0,0.0,10.0,36.56269,-79.36331,119.5,,,,0.0,35.5,45.0,26.0,26.0
1999-03-08,0.0,360.0,0.0,0.0,0.0,36.56269,-79.36331,119.5,,,,0.0,36.0,46.0,26.0,26.0
