,Tree,Mold,Grass,Ragweed,total-pol,LATITUDE,LONGITUDE,ELEVATION,AWND,DAPR,MDPR,PRCP,TAVG,TMAX,TMIN,TOBS
1998-04-17,2050.0,2160.0,0.0,0.0,2050.0,36.974513333333334,-76.28058,5.766666666666667,14.425,,,0.24666666666666667,72.5,80.0,65.0,
1998-04-20,2314.0,2160.0,0.0,0.0,2314.0,36.974513333333334,-76.28058,5.766666666666667,10.07,,,0.08333333333333333,59.666666666666664,66.0,53.333333333333336,
1998-04-21,1584.0,2100.0,0.0,0.0,1584.0,36.974513333333334,-76.28058,5.766666666666667,7.154999999999999,,,0.0,54.166666666666664,62.333333333333336,46.0,
1998-04-22,810.0,2700.0,0.0,0.0,810.0,36.974513333333334,-76.28058,5.766666666666667,14.985,,,0.6533333333333333,54.666666666666664,58.333333333333336,51.0,
1998-04-23,702.0,2340.0,0.0,0.0,702.0,36.974513333333334,-76.28058,5.766666666666667,11.965,,,0.0,56.5,61.666666666666664,51.333333333333336,
1998-04-24,990.0,2520.0,0.0,0.0,990.0,36.974513333333334,-76.28058,5.766666666666667,8.165,,,0.0,60.666666666666664,71.0,50.333333333333336,
1998-04-27,1179.0,2700.0,0.0,0.0,1179.0,36.974513333333334,-76.28058,5.766666666666667,11.629999999999999,,,0.013333333333333334,54.5,65.0,44.0,
1998-04-28,495.0,2700.0,0.0,0.0,495.0,36.974513333333334,-76.28058,5.766666666666667,7.83,,,0.0,49.0,56.333333333333336,41.666666666666664,
1998-04-29,315.0,2340.0,0.0,0.0,315.0,36.974513333333334,-76.28058,5.766666666666667,7.16,,,0.0,56.833333333333336,70.0,43.666666666666664,
1998-04-30,234.0,3290.0,0.0,0.0,234.0,36.974513333333334,-76.28058,5.766666666666667,10.065000000000001,,,0.0,64.66666666666667,75.0,54.333333333333336,
1998-05-01,99.0,4500.0,0.0,0.0,99.0,36.974513333333334,-76.28058,5.766666666666667,7.27,,,0.5833333333333334,62.833333333333336,66.66666666666667,59.0,
1998-05-04,8.0,4800.0,0.0,0.0,8.0,36.974513333333334,-76.28058,5.766666666666667,7.61,,,0.6033333333333334,66.5,74.66666666666667,58.333333333333336,
1998-05-05,0.0,5400.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,9.06,,,0.21,67.0,75.0,59.0,
1998-05-06,81.0,4700.0,6.0,0.0,87.0,36.974513333333334,-76.28058,5.766666666666667,5.59,,,0.0,65.0,73.0,57.0,
1998-05-07,28.0,6300.0,12.0,0.0,40.0,36.974513333333334,-76.28058,5.766666666666667,7.9399999999999995,,,0.08333333333333333,69.33333333333333,79.33333333333333,59.333333333333336,
1998-05-08,0.0,3600.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,8.945,,,0.8766666666666666,54.833333333333336,60.333333333333336,49.333333333333336,
1998-05-11,5.0,3780.0,0.0,0.0,5.0,36.974513333333334,-76.28058,5.766666666666667,15.77,,,0.023333333333333334,55.833333333333336,58.333333333333336,53.333333333333336,
1998-05-12,0.0,2700.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,16.215,,,0.2333333333333333,53.666666666666664,55.666666666666664,51.666666666666664,
1998-05-13,5.0,1800.0,0.0,0.0,5.0,36.974513333333334,-76.28058,5.766666666666667,16.55,,,0.14666666666666664,53.333333333333336,56.333333333333336,50.333333333333336,
1998-05-14,0.0,2160.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,12.754999999999999,,,0.006666666666666667,55.0,61.333333333333336,48.666666666666664,
1998-05-15,99.0,6500.0,11.0,0.0,110.0,36.974513333333334,-76.28058,5.766666666666667,3.69,,,0.0,62.5,79.0,46.0,
1998-05-18,63.0,7800.0,79.0,0.0,142.0,36.974513333333334,-76.28058,5.766666666666667,4.695,,,0.0,71.16666666666667,81.33333333333333,61.0,
1998-05-19,54.0,6360.0,45.0,0.0,99.0,36.974513333333334,-76.28058,5.766666666666667,8.165,,,0.0,77.66666666666667,90.66666666666667,64.66666666666667,
1998-05-20,126.0,8010.0,99.0,0.0,225.0,36.974513333333334,-76.28058,5.766666666666667,8.05,,,0.0,76.16666666666667,84.33333333333333,68.0,
1998-05-21,135.0,4950.0,27.0,0.0,162.0,36.974513333333334,-76.28058,5.766666666666667,6.6,,,0.0,77.33333333333333,88.33333333333333,66.33333333333333,
1998-05-22,144.0,3600.0,27.0,0.0,171.0,36.974513333333334,-76.28058,5.766666666666667,8.055,,,0.0,69.5,75.33333333333333,63.666666666666664,
1998-05-26,108.0,9360.0,45.0,0.0,153.0,36.974513333333334,-76.28058,5.766666666666667,6.715,,,0.09999999999999999,74.0,79.66666666666667,68.33333333333333,
1998-05-27,0.0,3600.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,7.9399999999999995,,,0.7333333333333334,68.0,72.0,64.0,
1998-05-28,0.0,8649.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,7.045,,,0.0,68.16666666666667,73.66666666666667,62.666666666666664,
1998-05-29,0.0,9180.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,6.9350000000000005,,,0.0,72.83333333333333,84.0,61.666666666666664,
1998-06-01,11.0,9090.0,10.0,0.0,21.0,36.974513333333334,-76.28058,5.766666666666667,11.075,,,0.0,73.16666666666667,79.66666666666667,66.66666666666667,
1998-06-02,14.0,7290.0,63.0,0.0,77.0,36.974513333333334,-76.28058,5.766666666666667,9.504999999999999,,,0.0,71.66666666666667,84.0,59.333333333333336,
1998-06-03,27.0,7920.0,45.0,0.0,72.0,36.974513333333334,-76.28058,5.766666666666667,9.059999999999999,,,0.043333333333333335,77.66666666666667,90.0,65.33333333333333,
1998-06-04,0.0,4590.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,8.165,,,0.0,69.16666666666667,74.33333333333333,64.0,
1998-06-05,0.0,3600.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,8.275,,,0.0,68.16666666666667,71.0,65.33333333333333,
1998-06-08,5.0,5760.0,0.0,0.0,5.0,36.974513333333334,-76.28058,5.766666666666667,8.39,,,0.0,63.833333333333336,75.0,52.666666666666664,
1998-06-09,27.0,7920.0,18.0,0.0,45.0,36.974513333333334,-76.28058,5.766666666666667,5.93,,,0.26333333333333336,65.0,72.33333333333333,57.666666666666664,
1998-06-10,0.0,3240.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,7.38,,,0.08,65.33333333333333,72.33333333333333,58.333333333333336,
1998-06-11,0.0,5760.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,6.825,,,0.0,68.33333333333333,72.66666666666667,64.0,
1998-06-12,0.0,5040.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,6.825,,,0.4166666666666667,77.83333333333333,88.33333333333333,67.33333333333333,
1998-06-15,0.0,6840.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,10.625,,,0.45,80.16666666666667,90.33333333333333,70.0,
1998-06-16,0.0,9480.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,8.61,,,0.14666666666666664,80.33333333333333,91.66666666666667,69.0,
1998-06-17,0.0,8100.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,6.15,,,0.01,77.33333333333333,85.0,69.66666666666667,
1998-06-18,0.0,10440.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,6.71,,,0.0,79.5,87.66666666666667,71.33333333333333,
1998-06-19,0.0,5580.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,5.59,,,0.08333333333333333,75.5,80.33333333333333,70.66666666666667,
1998-06-22,0.0,9900.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,3.915,,,0.3233333333333333,81.0,88.66666666666667,73.33333333333333,
1998-06-23,0.0,5760.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,5.8149999999999995,,,0.0,80.0,84.66666666666667,75.33333333333333,
1998-06-24,0.0,7380.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,5.255,,,0.3,77.33333333333333,81.66666666666667,73.0,
1998-06-25,0.0,11700.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,5.14,,,0.0,79.5,88.0,71.0,
1998-06-26,0.0,10080.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,9.844999999999999,,,0.0,84.5,94.66666666666667,74.33333333333333,
1998-06-29,0.0,6570.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,6.375,,,0.023333333333333334,79.33333333333333,87.66666666666667,71.0,
1998-06-30,0.0,8820.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,12.865,,,0.0,84.0,92.66666666666667,75.33333333333333,
1998-07-01,0.0,7680.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,7.27,,,0.0,78.33333333333333,85.33333333333333,71.33333333333333,
1998-07-02,0.0,6840.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,7.6049999999999995,,,0.0,77.5,83.66666666666667,71.33333333333333,
1998-07-06,0.0,4050.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,8.165,,,0.0,73.5,80.0,67.0,
1998-07-07,0.0,4680.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,8.5,,,0.0,74.0,78.66666666666667,69.33333333333333,
1998-07-08,0.0,2160.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,6.71,,,0.0033333333333333335,78.0,86.33333333333333,69.66666666666667,
1998-07-09,0.0,3240.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,7.83,,,0.0,76.33333333333333,80.0,72.66666666666667,
1998-07-10,0.0,5040.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,5.035,,,0.6766666666666667,77.0,84.0,70.0,
1998-07-13,0.0,6600.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,6.484999999999999,,,0.0,73.83333333333333,83.33333333333333,64.33333333333333,
1998-07-14,0.0,7200.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,5.8149999999999995,,,0.0,73.66666666666667,83.66666666666667,63.666666666666664,
1998-07-15,0.0,5580.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,7.83,,,0.0,76.33333333333333,80.66666666666667,72.0,
1998-07-16,0.0,7380.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,6.04,,,0.39333333333333337,79.83333333333333,85.66666666666667,74.0,
1998-07-17,0.0,5760.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,5.365,,,0.06666666666666667,79.16666666666667,84.0,74.33333333333333,
1998-07-20,0.0,6840.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,11.629999999999999,,,0.0,86.5,95.33333333333333,77.66666666666667,
1998-07-21,0.0,7200.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,9.285,,,0.0,85.16666666666667,94.0,76.33333333333333,
1998-07-22,0.0,7920.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,10.51,,,0.0,89.5,98.0,81.0,
1998-07-23,0.0,9720.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,10.29,,,0.18333333333333335,85.66666666666667,96.0,75.33333333333333,
1998-07-24,0.0,6480.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,7.83,,,0.0,81.16666666666667,87.33333333333333,75.0,
1998-07-27,0.0,7200.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,7.27,,,0.0,75.0,83.0,67.0,
1998-07-28,0.0,8640.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,4.585,,,0.0,79.5,84.66666666666667,74.33333333333333,
1998-07-29,0.0,10080.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,5.93,,,0.0,83.33333333333333,92.33333333333333,74.33333333333333,
1998-07-30,0.0,10980.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,7.154999999999999,,,0.04666666666666667,83.33333333333333,91.66666666666667,75.0,
1998-07-31,0.0,6840.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,12.415,,,0.013333333333333334,76.83333333333333,81.33333333333333,72.33333333333333,
1998-08-03,0.0,8280.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,15.21,,,0.0,75.5,80.33333333333333,70.66666666666667,
1998-08-04,0.0,7560.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,13.42,,,0.0,74.16666666666667,79.66666666666667,68.66666666666667,
1998-08-05,0.0,6480.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,11.635,,,0.0,73.16666666666667,80.66666666666667,65.66666666666667,
1998-08-06,0.0,5400.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,11.635,,,0.0,76.33333333333333,80.66666666666667,72.0,
1998-08-07,0.0,6120.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,11.405000000000001,,,0.006666666666666667,76.66666666666667,80.33333333333333,73.0,
1998-08-10,0.0,6120.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,6.484999999999999,,,1.4733333333333334,79.16666666666667,87.0,71.33333333333333,
1998-08-11,0.0,8820.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,5.48,,,0.0033333333333333335,78.16666666666667,85.0,71.33333333333333,
1998-08-12,0.0,10260.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,6.595,,,0.0,80.0,86.33333333333333,73.66666666666667,
1998-08-13,0.0,12150.0,0.0,3.0,3.0,36.974513333333334,-76.28058,5.766666666666667,9.620000000000001,,,0.0,77.5,81.66666666666667,73.33333333333333,
1998-08-14,0.0,10620.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,8.615,,,0.0,77.5,84.0,71.0,
1998-08-17,0.0,10170.0,0.0,6.0,6.0,36.974513333333334,-76.28058,5.766666666666667,9.84,,,0.0,81.66666666666667,90.66666666666667,72.66666666666667,
1998-08-18,0.0,11160.0,0.0,7.0,7.0,36.974513333333334,-76.28058,5.766666666666667,6.04,,,0.0,83.16666666666667,91.33333333333333,75.0,
1998-08-19,0.0,11700.0,0.0,18.0,18.0,36.974513333333334,-76.28058,5.766666666666667,15.77,,,0.0,74.0,80.0,68.0,
1998-08-20,0.0,9360.0,0.0,26.0,26.0,36.974513333333334,-76.28058,5.766666666666667,7.715,,,0.0,68.16666666666667,75.66666666666667,60.666666666666664,
1998-08-21,0.0,7380.0,0.0,15.0,15.0,36.974513333333334,-76.28058,5.766666666666667,4.585,,,0.0,71.5,83.0,60.0,
1998-08-24,0.0,10620.0,0.0,4.0,4.0,36.974513333333334,-76.28058,5.766666666666667,12.969999999999999,,,0.0,84.16666666666667,94.66666666666667,73.66666666666667,
1998-08-25,0.0,11970.0,0.0,7.0,7.0,36.974513333333334,-76.28058,5.766666666666667,9.504999999999999,,,0.0,84.16666666666667,93.66666666666667,74.66666666666667,
1998-08-26,0.0,12960.0,0.0,3.0,3.0,36.974513333333334,-76.28058,5.766666666666667,9.51,,,0.03666666666666667,81.0,85.0,77.0,
1998-08-27,0.0,13230.0,0.0,6.0,6.0,36.974513333333334,-76.28058,5.766666666666667,23.715,,,3.4166666666666665,78.33333333333333,82.33333333333333,74.33333333333333,
1998-08-28,0.0,8100.0,0.0,4.0,4.0,36.974513333333334,-76.28058,5.766666666666667,15.995,,,1.3866666666666667,79.83333333333333,87.33333333333333,72.33333333333333,
1998-08-31,0.0,12430.0,0.0,23.0,23.0,36.974513333333334,-76.28058,5.766666666666667,4.585,,,0.013333333333333334,81.16666666666667,87.66666666666667,74.66666666666667,
1998-09-01,0.0,8640.0,0.0,34.0,34.0,36.974513333333334,-76.28058,5.766666666666667,7.945,,,0.02666666666666667,78.16666666666667,82.66666666666667,73.66666666666667,
1998-09-02,0.0,9720.0,0.0,25.0,25.0,36.974513333333334,-76.28058,5.766666666666667,7.715,,,0.0,79.5,87.0,72.0,
1998-09-03,0.0,10400.0,0.0,51.0,51.0,36.974513333333334,-76.28058,5.766666666666667,8.39,,,0.49666666666666665,77.0,83.33333333333333,70.66666666666667,
1998-09-04,0.0,9360.0,0.0,24.0,24.0,36.974513333333334,-76.28058,5.766666666666667,10.515,,,0.5433333333333333,75.16666666666667,80.33333333333333,70.0,
1998-09-08,0.0,7560.0,0.0,63.0,63.0,36.974513333333334,-76.28058,5.766666666666667,8.95,,,0.4166666666666667,72.83333333333333,82.0,63.666666666666664,
1998-09-09,0.0,5760.0,0.0,39.0,39.0,36.974513333333334,-76.28058,5.766666666666667,11.41,,,0.0,64.16666666666667,72.0,56.333333333333336,
1998-09-10,0.0,3420.0,0.0,36.0,36.0,36.974513333333334,-76.28058,5.766666666666667,8.95,,,0.0,66.16666666666667,73.66666666666667,58.666666666666664,
1998-09-11,0.0,6480.0,0.0,14.0,14.0,36.974513333333334,-76.28058,5.766666666666667,5.8149999999999995,,,0.0,68.5,78.66666666666667,58.333333333333336,
1998-09-14,0.0,8640.0,0.0,10.0,10.0,36.974513333333334,-76.28058,5.766666666666667,6.265000000000001,,,0.0,77.83333333333333,84.66666666666667,71.0,
1998-09-15,0.0,12600.0,0.0,17.0,17.0,36.974513333333334,-76.28058,5.766666666666667,6.26,,,0.0,78.5,86.66666666666667,70.33333333333333,
1998-09-16,0.0,10080.0,0.0,16.0,16.0,36.974513333333334,-76.28058,5.766666666666667,7.83,,,0.0,80.0,88.33333333333333,71.66666666666667,
1998-09-17,0.0,13500.0,0.0,16.0,16.0,36.974513333333334,-76.28058,5.766666666666667,8.725,,,0.0,79.16666666666667,86.33333333333333,72.0,
1998-09-18,0.0,5940.0,0.0,7.0,7.0,36.974513333333334,-76.28058,5.766666666666667,10.515,,,0.0,76.83333333333333,80.33333333333333,73.33333333333333,
1998-09-21,0.0,8640.0,0.0,40.0,40.0,36.974513333333334,-76.28058,5.766666666666667,6.6,,,0.0033333333333333335,79.0,88.33333333333333,69.66666666666667,
1998-09-22,0.0,7920.0,0.0,18.0,18.0,36.974513333333334,-76.28058,5.766666666666667,6.9350000000000005,,,0.4333333333333333,78.16666666666667,84.66666666666667,71.66666666666667,
1998-09-23,0.0,6480.0,0.0,18.0,18.0,36.974513333333334,-76.28058,5.766666666666667,16.325,,,0.0,64.33333333333333,71.66666666666667,57.0,
1998-09-24,0.0,6840.0,0.0,9.0,9.0,36.974513333333334,-76.28058,5.766666666666667,5.8149999999999995,,,0.0,61.5,72.0,51.0,
1998-09-25,0.0,7560.0,0.0,17.0,17.0,36.974513333333334,-76.28058,5.766666666666667,5.93,,,0.0,69.66666666666667,81.33333333333333,58.0,
1998-09-28,0.0,9990.0,0.0,27.0,27.0,36.974513333333334,-76.28058,5.766666666666667,7.045,,,0.0,80.16666666666667,88.0,72.33333333333333,
1998-09-29,0.0,8200.0,0.0,17.0,17.0,36.974513333333334,-76.28058,5.766666666666667,10.96,,,0.0,74.16666666666667,77.66666666666667,70.66666666666667,
1998-09-30,0.0,4320.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,8.5,,,0.13,75.5,83.0,68.0,
1998-10-01,0.0,6300.0,0.0,5.0,5.0,36.974513333333334,-76.28058,5.766666666666667,15.545000000000002,,,0.0,77.0,88.0,66.0,
1998-10-02,0.0,7200.0,0.0,2.0,2.0,36.974513333333334,-76.28058,5.766666666666667,10.065,,,0.0,61.833333333333336,68.0,55.666666666666664,
1998-10-05,0.0,2970.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,7.715,,,0.0,64.0,67.66666666666667,60.333333333333336,
1998-10-06,0.0,3780.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,10.07,,,0.0,68.16666666666667,72.66666666666667,63.666666666666664,
1998-10-07,0.0,4040.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,9.06,,,0.0,69.66666666666667,75.66666666666667,63.666666666666664,
1998-10-08,0.0,3960.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,9.84,,,0.11333333333333334,73.16666666666667,79.66666666666667,66.66666666666667,
1998-10-09,0.0,3420.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,7.495,,,0.09000000000000001,64.0,68.66666666666667,59.333333333333336,
1998-10-12,0.0,4680.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,7.945,,,0.0,62.166666666666664,68.33333333333333,56.0,
1998-10-13,0.0,3600.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,5.59,,,0.0,63.166666666666664,71.33333333333333,55.0,
1998-10-14,0.0,6120.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,7.83,,,0.0,65.0,71.66666666666667,58.333333333333336,
1998-10-15,0.0,5400.0,0.0,0.0,0.0,36.974513333333334,-76.28058,5.766666666666667,7.2700000000000005,,,0.0,58.666666666666664,66.33333333333333,51.0,
