,Tree,Mold,Grass,Ragweed,total-pol,LATITUDE_R,LONGITUDE_R,ELEVATION_R,AWND_R,DAPR_R,MDPR_R,PRCP_R,TAVG_R,TMAX_R,TMIN_R,TOBS_R,TSUN,WDF2,WESD,WESF,WV03,LATITUDE_C,LONGITUDE_C,ELEVATION_C,AWND_C,DAPR_C,MDPR_C,PRCP_C,TAVG_C,TMAX_C,TMIN_C,TOBS_C,LATITUDE_D,LONGITUDE_D,ELEVATION_D,AWND_D,DAPR_D,MDPR_D,PRCP_D,TAVG_D,TMAX_D,TMIN_D,TOBS_D,LATITUDE_H,LONGITUDE_H,ELEVATION_H,AWND_H,DAPR_H,MDPR_H,PRCP_H,TAVG_H,TMAX_H,TMIN_H,TOBS_H
1998-03-13,5.0,780.0,0.0,0.0,5.0,37.65652333333333,-77.41372666666666,59.86666666666667,6.26,,,0.0,30.16666666666667,43.66666666666666,16.666666666666668,38.0,,210.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.0,31.75,42.0,21.5,26.5,36.56269,-79.36331,119.5,,,,0.0,29.0,40.0,18.0,18.0,36.97451333333333,-76.28058,5.7666666666666675,8.835,,,0.0,36.333333333333336,43.33333333333334,29.33333333333333,
1998-03-16,3.0,1440.0,0.0,0.0,3.0,37.65652333333333,-77.41372666666666,59.86666666666667,4.25,,,0.0,36.833333333333336,42.0,31.66666666666667,40.0,,10.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.0,38.0,45.5,30.5,35.0,36.56269,-79.36331,119.5,,,,0.0,43.0,56.0,30.0,38.0,36.97451333333333,-76.28058,5.7666666666666675,9.62,,,0.0,40.833333333333336,43.33333333333334,38.333333333333336,
1998-03-17,0.0,540.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,6.71,,,0.13,37.0,43.33333333333334,30.66666666666667,40.0,,120.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.165,37.25,42.5,32.0,35.5,36.56269,-79.36331,119.5,,,,0.0,37.5,41.0,34.0,37.0,36.97451333333333,-76.28058,5.7666666666666675,11.075,,,0.19666666666666668,41.333333333333336,44.33333333333334,38.333333333333336,
1998-03-18,0.0,450.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,4.7,,,0.9,41.5,45.66666666666666,37.333333333333336,43.0,,320.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.765,39.0,44.5,33.5,39.5,36.56269,-79.36331,119.5,,,,0.34,40.0,43.0,37.0,37.0,36.97451333333333,-76.28058,5.7666666666666675,7.38,,,1.3999999999999997,52.5,62.0,43.0,
1998-03-19,0.0,540.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,4.47,,,1.86,53.0,62.33333333333334,43.66666666666666,58.0,,310.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.535,46.75,56.5,37.0,47.5,36.56269,-79.36331,119.5,,,,0.95,41.0,45.0,37.0,45.0,36.97451333333333,-76.28058,5.7666666666666675,7.050000000000002,,,0.3366666666666667,56.5,63.0,50.0,
1998-03-20,0.0,900.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,9.4,,,0.42,48.0,52.33333333333334,43.66666666666666,44.0,,270.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.885,50.0,61.0,39.0,47.5,36.56269,-79.36331,119.5,,,,0.1,58.0,71.0,45.0,46.0,36.97451333333333,-76.28058,5.7666666666666675,10.85,,,0.15,49.33333333333334,53.0,45.66666666666666,
1998-03-23,0.0,540.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,4.92,,,0.0,41.833333333333336,53.33333333333334,30.33333333333333,46.0,,250.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.0,41.25,52.0,30.5,36.5,36.56269,-79.36331,119.5,,,,0.0,39.0,50.0,28.0,28.0,36.97451333333333,-76.28058,5.7666666666666675,7.27,,,0.0,45.0,49.33333333333334,40.66666666666666,
1998-03-24,0.0,1260.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,6.49,,,0.0,43.0,57.66666666666666,28.33333333333333,47.0,,10.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.0,43.5,56.5,30.5,39.5,36.56269,-79.36331,119.5,,,,0.0,41.0,54.0,28.0,35.0,36.97451333333333,-76.28058,5.7666666666666675,6.82,,,0.006666666666666667,47.66666666666666,59.0,36.333333333333336,
1998-03-25,6.0,1800.0,0.0,0.0,6.0,37.65652333333333,-77.41372666666666,59.86666666666667,7.16,,,0.0,42.333333333333336,56.66666666666666,28.0,50.0,,150.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.0,44.25,56.5,32.0,38.0,36.56269,-79.36331,119.5,,,,0.0,46.0,58.0,34.0,34.0,36.97451333333333,-76.28058,5.7666666666666675,10.85,,,0.0,46.0,51.0,41.0,
1998-03-26,45.0,2520.0,0.0,0.0,45.0,37.65652333333333,-77.41372666666666,59.86666666666667,13.2,,,0.0,57.83333333333334,73.66666666666667,42.0,68.0,,210.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.0,51.75,65.5,38.0,53.5,36.56269,-79.36331,119.5,,,,0.0,47.0,61.0,33.0,34.0,36.97451333333333,-76.28058,5.7666666666666675,10.96,,,0.0,58.16666666666666,73.0,43.33333333333334,
1998-03-27,160.0,2880.0,0.0,0.0,160.0,37.65652333333333,-77.41372666666666,59.86666666666667,12.97,,,0.0,70.83333333333333,84.0,57.66666666666666,75.0,,190.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.0,64.75,80.0,49.5,59.5,36.56269,-79.36331,119.5,,,,0.0,53.5,74.0,33.0,50.0,36.97451333333333,-76.28058,5.7666666666666675,14.54,,,0.0,70.0,80.0,60.0,
1998-03-30,450.0,3240.0,0.0,0.0,450.0,37.65652333333333,-77.41372666666666,59.86666666666667,10.07,,,0.0,74.5,89.33333333333331,59.66666666666666,83.0,,210.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.0,75.0,89.0,61.0,69.0,36.56269,-79.36331,119.5,,,,0.0,69.0,87.0,51.0,53.0,36.97451333333333,-76.28058,5.7666666666666675,10.96,,,0.0,74.0,85.33333333333333,62.66666666666666,
1998-03-31,250.0,3960.0,0.0,0.0,250.0,37.65652333333333,-77.41372666666666,59.86666666666667,14.09,,,0.0,73.83333333333333,84.0,63.66666666666666,75.0,,210.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.025,74.25,87.0,61.5,65.5,36.56269,-79.36331,119.5,,,,0.0,70.0,87.0,53.0,60.0,36.97451333333333,-76.28058,5.7666666666666675,14.760000000000002,,,0.0,73.0,82.33333333333333,63.66666666666666,
1998-04-01,720.0,4320.0,0.0,0.0,720.0,37.65652333333333,-77.41372666666666,59.86666666666667,13.87,,,0.19333333333333336,69.33333333333333,73.66666666666667,65.0,68.0,,245.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.015,70.0,81.0,59.0,67.0,36.56269,-79.36331,119.5,,,,0.04,71.0,82.0,60.0,67.0,36.97451333333333,-76.28058,5.7666666666666675,14.765,,,0.58,70.33333333333333,75.33333333333333,65.33333333333333,
1998-04-02,1080.0,4940.0,0.0,0.0,1080.0,37.65652333333333,-77.41372666666666,59.86666666666667,10.85,,,0.11666666666666665,66.66666666666667,80.66666666666667,52.66666666666666,70.0,,260.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.005,65.0,79.5,50.5,60.5,36.56269,-79.36331,119.5,,,,0.04,63.5,80.0,47.0,47.0,36.97451333333333,-76.28058,5.7666666666666675,10.96,,,0.0,69.16666666666667,79.66666666666667,58.66666666666666,
1998-04-03,1008.0,3600.0,0.0,0.0,1008.0,37.65652333333333,-77.41372666666666,59.86666666666667,5.26,,,0.0,55.33333333333334,68.0,42.66666666666666,60.0,,175.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.275,60.0,75.0,45.0,49.5,36.56269,-79.36331,119.5,,,,0.0,65.0,85.0,45.0,45.0,36.97451333333333,-76.28058,5.7666666666666675,9.17,,,0.0,56.66666666666666,60.66666666666666,52.66666666666666,
1998-04-06,1125.0,1620.0,0.0,0.0,1125.0,37.65652333333333,-77.41372666666666,59.86666666666667,5.26,,,0.0,49.33333333333334,66.0,32.666666666666664,60.0,,305.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.0,52.0,63.5,40.5,40.5,36.56269,-79.36331,119.5,,,,0.0,50.5,64.0,37.0,38.0,36.97451333333333,-76.28058,5.7666666666666675,7.16,,,0.0,51.0,61.66666666666666,40.333333333333336,
1998-04-07,747.0,2340.0,0.0,0.0,747.0,37.65652333333333,-77.41372666666666,59.86666666666667,3.805,,,0.0,52.83333333333334,71.33333333333333,34.333333333333336,65.0,,145.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.0,53.25,64.5,42.0,46.5,36.56269,-79.36331,119.5,,,,0.0,54.5,72.0,37.0,38.0,36.97451333333333,-76.28058,5.7666666666666675,6.825,,,0.0,53.16666666666666,64.0,42.333333333333336,
1998-04-08,1764.0,2160.0,0.0,0.0,1764.0,37.65652333333333,-77.41372666666666,59.86666666666667,8.834999999999997,,,0.0,64.83333333333333,83.33333333333333,46.33333333333334,76.0,,245.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.225,61.25,71.0,51.5,57.0,36.56269,-79.36331,119.5,,,,0.0,58.5,79.0,38.0,61.0,36.97451333333333,-76.28058,5.7666666666666675,13.31,,,0.0,70.0,82.33333333333333,57.66666666666666,
1998-04-09,3114.0,1980.0,0.0,0.0,3114.0,37.65652333333333,-77.41372666666666,59.86666666666667,8.945,,,0.6066666666666667,62.83333333333334,73.33333333333333,52.33333333333334,60.0,,270.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.5900000000000001,60.5,74.5,46.5,51.5,36.56269,-79.36331,119.5,,,,0.55,71.5,85.0,58.0,62.0,36.97451333333333,-76.28058,5.7666666666666675,10.74,,,0.36000000000000004,64.33333333333333,75.66666666666667,53.0,
1998-04-10,610.0,2520.0,0.0,0.0,610.0,37.65652333333333,-77.41372666666666,59.86666666666667,4.92,,,0.05666666666666668,47.66666666666666,54.33333333333334,41.0,45.0,,185.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.39,50.25,61.0,39.5,45.5,36.56269,-79.36331,119.5,,,,0.33,64.0,77.0,51.0,51.0,36.97451333333333,-76.28058,5.7666666666666675,7.38,,,0.04,48.66666666666666,53.0,44.33333333333334,
1998-04-13,684.0,1890.0,0.0,0.0,684.0,37.65652333333333,-77.41372666666666,59.86666666666667,5.365,,,0.0,53.5,71.0,36.0,70.0,,190.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.0,58.75,70.5,47.0,52.5,36.56269,-79.36331,119.5,,,,0.0,52.0,68.0,36.0,37.0,36.97451333333333,-76.28058,5.7666666666666675,5.705,,,0.0,52.33333333333334,66.0,38.66666666666666,
1998-04-14,1476.0,2520.0,0.0,0.0,1476.0,37.65652333333333,-77.41372666666666,59.86666666666667,11.965,,,0.06666666666666668,58.16666666666666,62.0,54.33333333333334,59.0,,225.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.025,59.75,71.5,48.0,56.0,36.56269,-79.36331,119.5,,,,0.11,55.0,74.0,36.0,51.0,36.97451333333333,-76.28058,5.7666666666666675,14.989999999999998,,,0.016666666666666666,58.5,64.0,53.0,
1998-04-15,5200.0,3240.0,0.0,0.0,5200.0,37.65652333333333,-77.41372666666666,59.86666666666667,6.375,,,0.0,66.66666666666667,81.0,52.33333333333334,70.0,,235.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.0,62.75,73.0,52.5,61.0,36.56269,-79.36331,119.5,,,,0.13,57.5,64.0,51.0,55.0,36.97451333333333,-76.28058,5.7666666666666675,8.39,,,0.0,67.16666666666667,78.33333333333333,56.0,
1998-04-16,2970.0,4500.0,0.0,0.0,2970.0,37.65652333333333,-77.41372666666666,59.86666666666667,13.985,,,0.0,69.83333333333333,80.33333333333333,59.33333333333334,76.0,,210.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.475,69.5,81.5,57.5,62.5,36.56269,-79.36331,119.5,,,,0.0,67.5,80.0,55.0,66.0,36.97451333333333,-76.28058,5.7666666666666675,12.865,,,0.0,71.0,81.0,61.0,
1998-04-17,2050.0,2160.0,0.0,0.0,2050.0,37.65652333333333,-77.41372666666666,59.86666666666667,10.85,,,1.3233333333333337,68.66666666666667,77.66666666666667,59.66666666666666,72.0,,215.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.415,66.5,79.5,53.5,55.0,36.56269,-79.36331,119.5,,,,2.5,70.5,81.0,60.0,61.0,36.97451333333333,-76.28058,5.7666666666666675,14.425,,,0.2466666666666667,72.5,80.0,65.0,
1998-04-20,2314.0,2160.0,0.0,0.0,2314.0,37.65652333333333,-77.41372666666666,59.86666666666667,7.385,,,0.04,55.16666666666666,65.0,45.33333333333334,60.0,,325.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.39,50.75,56.5,45.0,49.5,36.56269,-79.36331,119.5,,,,1.53,51.5,56.0,47.0,47.0,36.97451333333333,-76.28058,5.7666666666666675,10.07,,,0.08333333333333333,59.66666666666666,66.0,53.33333333333334,
1998-04-21,1584.0,2100.0,0.0,0.0,1584.0,37.65652333333333,-77.41372666666666,59.86666666666667,3.915,,,0.0,54.33333333333334,67.66666666666667,41.0,63.0,,105.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.0,56.75,67.5,46.0,51.0,36.56269,-79.36331,119.5,,,,0.0,54.5,67.0,42.0,42.0,36.97451333333333,-76.28058,5.7666666666666675,7.1549999999999985,,,0.0,54.16666666666666,62.33333333333334,46.0,
1998-04-22,810.0,2700.0,0.0,0.0,810.0,37.65652333333333,-77.41372666666666,59.86666666666667,6.2650000000000015,,,0.06,53.16666666666666,63.0,43.33333333333334,50.0,,90.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.0,57.75,68.5,47.0,49.5,36.56269,-79.36331,119.5,,,,0.0,54.5,67.0,42.0,48.0,36.97451333333333,-76.28058,5.7666666666666675,14.985,,,0.6533333333333333,54.66666666666666,58.33333333333334,51.0,
1998-04-23,702.0,2340.0,0.0,0.0,702.0,37.65652333333333,-77.41372666666666,59.86666666666667,5.255,,,0.006666666666666667,53.66666666666666,64.33333333333333,43.0,63.0,,165.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.03,56.0,67.5,44.5,52.0,36.56269,-79.36331,119.5,,,,0.66,52.5,58.0,47.0,48.0,36.97451333333333,-76.28058,5.7666666666666675,11.965,,,0.0,56.5,61.66666666666666,51.33333333333334,
1998-04-24,990.0,2520.0,0.0,0.0,990.0,37.65652333333333,-77.41372666666666,59.86666666666667,7.155,,,0.0,60.66666666666666,72.33333333333333,49.0,65.0,,255.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.03,63.5,70.5,56.5,59.0,36.56269,-79.36331,119.5,,,,0.05,56.5,66.0,47.0,47.0,36.97451333333333,-76.28058,5.7666666666666675,8.165,,,0.0,60.66666666666666,71.0,50.33333333333334,
1998-04-27,1179.0,2700.0,0.0,0.0,1179.0,37.65652333333333,-77.41372666666666,59.86666666666667,5.705,,,0.0,52.16666666666666,64.0,40.333333333333336,58.0,,180.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.025,54.25,69.5,39.0,44.0,36.56269,-79.36331,119.5,,,,0.0,67.0,82.0,52.0,58.0,36.97451333333333,-76.28058,5.7666666666666675,11.63,,,0.013333333333333334,54.5,65.0,44.0,
1998-04-28,495.0,2700.0,0.0,0.0,495.0,37.65652333333333,-77.41372666666666,59.86666666666667,3.465,,,0.0,50.0,65.33333333333333,34.666666666666664,64.0,,295.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.0,51.0,63.0,39.0,46.0,36.56269,-79.36331,119.5,,,,0.01,48.0,59.0,37.0,37.0,36.97451333333333,-76.28058,5.7666666666666675,7.83,,,0.0,49.0,56.33333333333334,41.66666666666666,
1998-04-29,315.0,2340.0,0.0,0.0,315.0,37.65652333333333,-77.41372666666666,59.86666666666667,8.055,,,0.0,57.5,73.0,42.0,70.0,,195.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.0,58.75,69.0,48.5,53.5,36.56269,-79.36331,119.5,,,,0.0,52.5,68.0,37.0,44.0,36.97451333333333,-76.28058,5.7666666666666675,7.16,,,0.0,56.83333333333334,70.0,43.66666666666666,
1998-04-30,234.0,3290.0,0.0,0.0,234.0,37.65652333333333,-77.41372666666666,59.86666666666667,7.605,,,0.0,64.33333333333333,73.33333333333333,55.33333333333334,68.0,,200.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.0,60.25,75.0,45.5,55.5,36.56269,-79.36331,119.5,,,,0.0,58.5,73.0,44.0,56.0,36.97451333333333,-76.28058,5.7666666666666675,10.065,,,0.0,64.66666666666667,75.0,54.33333333333334,
1998-05-01,99.0,4500.0,0.0,0.0,99.0,37.65652333333333,-77.41372666666666,59.86666666666667,3.69,,,0.25666666666666665,60.5,66.0,55.0,62.0,,75.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.5,59.25,66.0,52.5,55.5,36.56269,-79.36331,119.5,,,,0.14,61.0,67.0,55.0,57.0,36.97451333333333,-76.28058,5.7666666666666675,7.27,,,0.5833333333333334,62.83333333333334,66.66666666666667,59.0,
1998-05-04,8.0,4800.0,0.0,0.0,8.0,37.65652333333333,-77.41372666666666,59.86666666666667,6.82,,,0.3633333333333333,65.16666666666667,73.33333333333333,57.0,61.0,,160.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.7250000000000001,64.5,73.5,55.5,59.0,36.56269,-79.36331,119.5,,,,0.12,68.0,83.0,53.0,57.0,36.97451333333333,-76.28058,5.7666666666666675,7.61,,,0.6033333333333334,66.5,74.66666666666667,58.33333333333334,
1998-05-05,0.0,5400.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,5.705,,,0.03,63.16666666666666,72.0,54.33333333333334,65.0,,240.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.465,64.0,72.5,55.5,61.0,36.56269,-79.36331,119.5,,,,1.1,64.5,76.0,53.0,53.0,36.97451333333333,-76.28058,5.7666666666666675,9.06,,,0.21,67.0,75.0,59.0,
1998-05-06,81.0,4700.0,6.0,0.0,87.0,37.65652333333333,-77.41372666666666,59.86666666666667,3.465,,,0.0,63.83333333333334,75.0,52.66666666666666,70.0,,305.0,0.0,,,38.022,-78.48599999999998,247.5,,,,1.055,62.0,71.0,53.0,56.5,36.56269,-79.36331,119.5,,,,0.0,61.0,73.0,49.0,50.0,36.97451333333333,-76.28058,5.7666666666666675,5.59,,,0.0,65.0,73.0,57.0,
1998-05-07,28.0,6300.0,12.0,0.0,40.0,37.65652333333333,-77.41372666666666,59.86666666666667,5.59,,,0.11666666666666665,64.0,73.0,55.0,63.0,,185.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.0,63.0,73.5,52.5,57.5,36.56269,-79.36331,119.5,,,,0.01,64.5,80.0,49.0,58.0,36.97451333333333,-76.28058,5.7666666666666675,7.939999999999999,,,0.08333333333333333,69.33333333333333,79.33333333333333,59.33333333333334,
1998-05-08,0.0,3600.0,0.0,0.0,0.0,37.65652333333333,-77.41372666666666,59.86666666666667,5.255,,,1.0166666666666666,64.33333333333333,70.0,58.66666666666666,64.0,,235.0,0.0,,,38.022,-78.48599999999998,247.5,,,,1.44,64.0,71.0,57.0,60.0,36.56269,-79.36331,119.5,,,,2.2,63.5,69.0,58.0,60.0,36.97451333333333,-76.28058,5.7666666666666675,8.945,,,0.8766666666666666,54.83333333333334,60.33333333333334,49.33333333333334,
1998-05-11,5.0,3780.0,0.0,0.0,5.0,37.65652333333333,-77.41372666666666,59.86666666666667,6.709999999999999,,,0.04,57.0,60.33333333333334,53.66666666666666,55.0,,15.0,0.0,,,38.022,-78.48599999999998,247.5,,,,0.01,61.25,68.5,54.0,55.0,36.56269,-79.36331,119.5,,,,0.25,62.0,67.0,57.0,59.0,36.97451333333333,-76.28058,5.7666666666666675,15.77,,,0.02333333333333333,55.83333333333334,58.33333333333334,53.33333333333334,
